chrom	geneName	splicedExonStart	splicedExonEnd	splicedExonReadCount(rc)	splicedExonLength(sl)	othersExonsReadCount(RC)	othersExonsLength(L)	RC - rc	L - sl	splicedExonAverageReadCoverage(n)	otherExonsAverageReadCoverage(N)
chr1	YARS1	32786361	32787075	927	715	130844	8638	129917	7923	1.2965034965034965	16.397450460684084
chr1	AK2	33007985	33013402	3111	5418	4217	7812	1106	2394	0.5741971207087486	0.4619883040935672
chr1	AK2	33012073	33013402	256	1330	4217	7812	3961	6482	0.1924812030075188	0.6110768281394632
chr1	STK40	36339623	36343448	0	3826	56769	5632	56769	1806	0.0	31.43355481727575
chr1	CSF3R	36466042	36466827	898	786	7031	8399	6133	7613	1.1424936386768447	0.8055956915801917
chr1	PPIEL	39547578	39548951	0	1374	5231	3504	5231	2130	0.0	2.455868544600939
chr1	PABPC4	39575758	39576790	2754	1033	6584	8427	3830	7394	2.6660212971926427	0.517987557479037
chr1	CLDN19	42733092	42736030	1146	2939	1561	3606	415	667	0.3899285471248724	0.6221889055472264
chr1	P3H1	42746374	42747412	0	1039	204	4271	204	3232	0.0	0.06311881188118812
chr1	MED8	43383916	43385106	0	1191	720	2710	720	1519	0.0	0.4739960500329164
chr1	SLC6A9	44000766	44001055	0	290	59419	5268	59419	4978	0.0	11.936319807151467
chr1	TCTEX1D4	44806783	44807351	204	569	1264	1357	1060	788	0.3585237258347979	1.3451776649746192
chr1	MUTYH	45331660	45332086	306	427	57316	5148	57010	4721	0.7166276346604216	12.07583139165431
chr1	POMGNT1	46188682	46189357	204	676	5676	5476	5472	4800	0.30177514792899407	1.14
chr1	LRRC41	46278400	46279084	102	685	3843	7322	3741	6637	0.14890510948905109	0.5636582793430767
chr1	LRRC41	46279181	46279614	0	434	3843	7322	3843	6888	0.0	0.5579268292682927
chr1	STIL	47299904	47300152	0	249	0	6600	0	6351	0.0	0.0
chr1	CALR4P	51567173	51567843	0	671	408	2713	408	2042	0.0	0.19980411361410383
chr1	TXNDC12	52020130	52021012	0	883	0	2873	0	1990	0.0	0.0
chr1	LRP8	53245544	53247056	5788	1513	79251	13559	73463	12046	3.8255122273628555	6.098538934086004
chr1	LRP8	53245546	53247056	5756	1511	79251	13559	73495	12048	3.8093977498345466	6.100182602921647
chr1	MYSM1	58661405	58663522	0	2118	51	13140	51	11022	0.0	0.004627109417528579
chr1	HSD52	59132472	59133330	14053	859	16526	6497	2473	5638	16.359720605355065	0.43863072011351545
chr1	LINC01748	60595537	60596373	0	837	0	15481	0	14644	0.0	0.0
chr1	NFIA-AS2	60952510	60954370	0	1861	0	5402	0	3541	0.0	0.0
chr1	LINC00466	63261741	63262700	342	960	2776	6950	2434	5990	0.35625	0.4063439065108514
chr1	LINC01359	64979576	64979868	0	293	0	5118	0	4825	0.0	0.0
chr1	DEPDC1	68489451	68489608	0	158	0	5916	0	5758	0.0	0.0
chr1	ADGRL4	78889763	78891216	0	1454	6644	5737	6644	4283	0.0	1.5512491244454822
chr1	ZNHIT6	85707628	85708433	0	806	255	6213	255	5407	0.0	0.04716108747919364
chr1	COL24A1	86156340	86156772	0	433	163098	9632	163098	9199	0.0	17.729970648983585
chr1	SELENOF	86880661	86880725	0	65	0	2208	0	2143	0.0	0.0
chr1	GBP2	89106131	89108291	0	2161	730	7237	730	5076	0.0	0.1438140267927502
chr1	LINC02609	90835825	90836174	0	350	51	14100	51	13750	0.0	0.0037090909090909093
chr1	CCDC18-AS1	93337376	93339274	0	1899	32571	4958	32571	3059	0.0	10.647597254004577
chr1	SLC44A3-AS1	94622718	94624609	0	1892	9674	10264	9674	8372	0.0	1.1555183946488294
chr1	COL11A1	103001259	103001969	0	711	245	8948	245	8237	0.0	0.02974383877625349
chr1	LINC01677	105952503	105953712	0	1210	0	3134	0	1924	0.0	0.0
chr1	CLCC1	108962308	108963453	256	1146	2556	6514	2300	5368	0.22338568935427575	0.4284649776453055
chr1	PSRC1	109280776	109281251	153	476	153	2373	0	1897	0.32142857142857145	0.0
chr1	PSRC1	109282679	109283122	0	444	153	2373	153	1929	0.0	0.07931570762052877
chr1	KCNA2	110593579	110602170	358777	8592	422749	18742	63972	10150	41.75709962756052	6.302660098522168
chr1	KCNA2	110593579	110604106	388947	10528	422749	18742	33802	8214	36.94405395136778	4.115169223277332
chr1	PPM1J	112712743	112713031	0	289	0	2461	0	2172	0.0	0.0
chr1	TRIM45	117111059	117112453	0	1395	10558	4375	10558	2980	0.0	3.5429530201342283
chr1	PIAS3	145856588	145857006	0	419	0	4092	0	3673	0.0	0.0
chr1	FMO5	147224894	147225339	0	446	0	5996	0	5550	0.0	0.0
chr1	AC239809.3	148226493	148226798	0	306	81262	14907	81262	14601	0.0	5.565509211697829
chr1	NBPF14	148595542	148595752	18378	211	175958	12061	157580	11850	87.0995260663507	13.29789029535865
chr1	NBPF14	148595542	148595890	45102	349	175958	12061	130856	11712	129.23209169054442	11.172814207650273
chr1	NBPF9	149081964	149082311	0	348	298	8033	298	7685	0.0	0.03877683799609629
chr1	TDRKH	151774412	151774504	0	93	1029	4678	1029	4585	0.0	0.22442748091603054
chr1	TDRKH	151773493	151774504	0	1012	1029	4678	1029	3666	0.0	0.2806873977086743
chr1	AL162258.1	153632033	153632240	8336	208	68719	1002	60383	794	40.07692307692308	76.04911838790932
chr1	JTB	153976692	153977013	51	322	102	1486	51	1164	0.15838509316770186	0.04381443298969072
chr1	SHE	154479480	154486062	204	6583	204	7140	0	557	0.030988910830928147	0.0
chr1	ADAR	154601040	154602626	204	1587	16562	9646	16358	8059	0.1285444234404537	2.029780369772925
chr1	GBAP1	155215562	155215787	264	226	270301	3205	270037	2979	1.168141592920354	90.64686136287345
chr1	GBAP1	155216383	155217029	20074	647	270301	3205	250227	2558	31.026275115919628	97.82134480062548
chr1	GBAP1	155217239	155218049	240598	811	270301	3205	29703	2394	296.66831072749693	12.407268170426065
chr1	GON4L	155764999	155766709	0	1711	82462	11036	82462	9325	0.0	8.843109919571045
chr1	KHDC4	155913044	155915964	7095	2921	295377	5660	288282	2739	2.4289626840123244	105.25082146768894
chr1	ARHGEF2	155950828	155951272	6860	445	746488	8670	739628	8225	15.415730337078651	89.92437689969604
chr1	PAQR6	156245781	156246250	36	470	18459	2498	18423	2028	0.07659574468085106	9.084319526627219
chr1	IQGAP3	156525404	156526599	32096	1196	585588	6779	553492	5583	26.836120401337794	99.13881425756762
chr1	HDGF	156742109	156743455	612	1347	29850	3683	29238	2336	0.45434298440979953	12.51626712328767
chr1	FCRL3	157676480	157678856	0	2377	13585	5345	13585	2968	0.0	4.577156334231806
chr1	LINC01704	158132039	158132656	0	618	12291	2018	12291	1400	0.0	8.779285714285715
chr1	LINC01704	158132045	158133193	0	1149	12291	2018	12291	869	0.0	14.143843498273878
chr1	AIM2	159065909	159066329	0	421	0	1885	0	1464	0.0	0.0
chr1	SNHG28	159837916	159840866	0	2951	1229	3025	1229	74	0.0	16.60810810810811
chr1	SNHG28	159838364	159840866	0	2503	1229	3025	1229	522	0.0	2.3544061302681993
chr1	SNHG28	159834501	159840866	6926	6366	1229	3025	-5697	-3341	1.0879673264216148	1.7051780903920981
chr1	SNHG28	159834522	159836155	857	1634	1229	3025	372	1391	0.5244798041615667	0.2674335010783609
chr1	SNHG28	159834526	159836155	853	1630	1229	3025	376	1395	0.5233128834355828	0.26953405017921145
chr1	SNHG28	159837916	159841235	0	3320	1229	3025	1229	-295	0.0	-4.1661016949152545
chr1	SNHG28	159837916	159840881	0	2966	1229	3025	1229	59	0.0	20.83050847457627
chr1	TSTD1	161037630	161038075	0	446	0	1199	0	753	0.0	0.0
chr1	DEDD	161124137	161124526	0	390	98266	2740	98266	2350	0.0	41.81531914893617
chr1	NR1I3	161230812	161231245	0	434	0	2001	0	1567	0.0	0.0
chr1	MPZ	161304734	161305977	1938	1244	1938	2155	0	911	1.5578778135048232	0.0
chr1	CD247	167430639	167431746	0	1108	51	2720	51	1612	0.0	0.03163771712158809
chr1	GAS5	173864483	173864704	1359	222	12941	4337	11582	4115	6.121621621621622	2.814580801944107
chr1	GAS5	173863900	173864304	504	405	12941	4337	12437	3932	1.2444444444444445	3.163021363173957
chr1	GAS5	173864256	173864704	1879	449	12941	4337	11062	3888	4.184855233853007	2.845164609053498
chr1	GAS5	173864256	173865282	3532	1027	12941	4337	9409	3310	3.439143135345667	2.8425981873111783
chr1	GAS5	173866527	173866796	219	270	12941	4337	12722	4067	0.8111111111111111	3.128104253749693
chr1	GAS5	173865228	173865547	306	320	12941	4337	12635	4017	0.95625	3.1453821259646504
chr1	GAS5	173864256	173864506	664	251	12941	4337	12277	4086	2.645418326693227	3.004650024473813
chr1	GAS5	173865856	173866206	1173	351	12941	4337	11768	3986	3.341880341880342	2.9523331660812846
chr1	CRYZL2P-SEC16B	177958839	177960939	102	2101	756	6507	654	4406	0.04854831032841504	0.1484339536995007
chr1	ABL2	179107717	179109441	1275	1725	14292	11979	13017	10254	0.7391304347826086	1.2694558221181977
chr1	LINC01344	182127296	182127927	0	632	3	6690	3	6058	0.0	0.0004952129415648729
chr1	MIR181A1HG	198897809	198900569	0	2761	0	5396	0	2635	0.0	0.0
chr1	TNNT2	201372026	201372155	0	130	0	5980	0	5850	0.0	0.0
chr1	LMOD1	201899236	201900751	255	1516	306	3970	51	2454	0.16820580474934038	0.02078239608801956
chr1	LINC00303	204036968	204037588	0	621	102	1992	102	1371	0.0	0.07439824945295405
chr1	PIK3C2B	204445955	204446144	63	190	22287	9450	22224	9260	0.33157894736842103	2.4
chr1	KLHDC8A	205343228	205343793	0	566	0	3675	0	3109	0.0	0.0
chr1	SLC26A9	205913053	205915404	0	2352	0	5649	0	3297	0.0	0.0
chr1	RAB7B	205976740	205978928	0	2189	0	3692	0	1503	0.0	0.0
chr1	PROX1-AS1	213915934	213916099	0	166	23	9778	23	9612	0.0	0.00239284228048273
chr1	LINC02817	221332155	221333985	0	1831	0	2451	0	620	0.0	0.0
chr1	PYCR2	225922203	225922383	0	181	3479	3483	3479	3302	0.0	1.053603876438522
