chrom	geneName	splicedExonStart	splicedExonEnd	splicedExonReadCount(rc)	splicedExonLength(sl)	othersExonsReadCount(RC)	othersExonsLength(L)	RC - rc	L - sl	splicedExonAverageReadCoverage(n)	otherExonsAverageReadCoverage(N)
chr1	DHDDS	26432416	26432641	0	226	6867	5593	6867	5367	0.0	1.2794857462269424
chr1	DHDDS	26432519	26432641	0	123	6867	5593	6867	5470	0.0	1.2553930530164534
chr1	DHDDS	26432595	26432641	0	47	6867	5593	6867	5546	0.0	1.2381896862603678
chr1	DHDDS	26432493	26432641	0	149	6867	5593	6867	5444	0.0	1.261388684790595
chr1	DHDDS	26432377	26432492	0	116	6867	5593	6867	5477	0.0	1.2537885703852474
chr1	DHDDS	26432396	26432492	0	97	6867	5593	6867	5496	0.0	1.2494541484716157
chr1	DHDDS	26432416	26432492	0	77	6867	5593	6867	5516	0.0	1.2449238578680204
chr1	DHDDS	26432416	26432723	0	308	6867	5593	6867	5285	0.0	1.2993377483443709
chr1	DHDDS	26432519	26432723	0	205	6867	5593	6867	5388	0.0	1.274498886414254
chr1	DHDDS	26432595	26432723	0	129	6867	5593	6867	5464	0.0	1.2567715959004393
chr1	DHDDS	26432642	26432723	0	82	6867	5593	6867	5511	0.0	1.246053347849755
chr1	DHDDS	26432493	26432723	0	231	6867	5593	6867	5362	0.0	1.2806788511749347
chr1	ARID1A	26696101	26697540	0	1440	104732	12546	104732	11106	0.0	9.430217900234108
chr1	PIGV	26795215	26795234	0	20	955660	5866	955660	5846	0.0	163.47245980157373
chr1	PIGV	26787990	26788268	0	279	955660	5866	955660	5587	0.0	171.05065330230894
chr1	PIGV	26788269	26788394	0	126	955660	5866	955660	5740	0.0	166.49128919860627
chr1	PIGV	26788269	26788819	1180	551	955660	5866	954480	5315	2.1415607985480944	179.58231420507997
chr1	PIGV	26788395	26788819	1180	425	955660	5866	954480	5441	2.776470588235294	175.42363536114684
chr1	ZDHHC18	26832054	26832072	19	19	93	2665	74	2646	1.0	0.027966742252456538
chr1	TRNP1	26994613	26994630	0	18	0	1981	0	1963	0.0	0.0
chr1	AL445490.1	27669541	27669586	0	46	27317	1636	27317	1590	0.0	17.18050314465409
chr1	PPP1R8	27830892	27831366	0	475	603	2822	603	2347	0.0	0.25692373242437155
chr1	PPP1R8	27831247	27831366	0	120	603	2822	603	2702	0.0	0.2231680236861584
chr1	PPP1R8	27830892	27831246	0	355	603	2822	603	2467	0.0	0.24442642886096475
chr1	THEMIS2	27872641	27872665	114	25	18413	2665	18299	2640	4.56	6.931439393939394
chr1	THEMIS2	27882078	27882125	0	48	18413	2665	18413	2617	0.0	7.035918991211311
chr1	MED18	28329125	28329180	0	56	204	1315	204	1259	0.0	0.16203335980937253
chr1	PHACTR4	28457856	28457859	0	4	3249	7336	3249	7332	0.0	0.443126022913257
chr1	RCC1	28508902	28508905	0	4	64274	3738	64274	3734	0.0	17.213176218532404
chr1	RCC1	28516854	28516867	0	14	64274	3738	64274	3724	0.0	17.2593984962406
chr1	RCC1	28530574	28530615	0	42	64274	3738	64274	3696	0.0	17.390151515151516
chr1	YTHDF2	28738330	28738338	81	9	11743	3737	11662	3728	9.0	3.1282188841201717
chr1	EPB41	29068769	29068783	1362	15	280693	17917	279331	17902	90.8	15.603340408892862
chr1	EPB41	28914769	28914773	0	5	280693	17917	280693	17912	0.0	15.67066770879857
chr1	PTPRU	29311545	29311553	0	9	1034	6715	1034	6706	0.0	0.15419027736355503
chr1	MATN1-AS1	30719566	30721174	0	1609	0	3750	0	2141	0.0	0.0
chr1	MATN1-AS1	30719233	30721174	0	1942	0	3750	0	1808	0.0	0.0
chr1	MATN1-AS1	30719233	30719565	0	333	0	3750	0	3417	0.0	0.0
chr1	ZCCHC17	31297097	31297213	0	117	1275	1930	1275	1813	0.0	0.7032542746828461
chr1	ZCCHC17	31297076	31297213	0	138	1275	1930	1275	1792	0.0	0.7114955357142857
chr1	ZCCHC17	31346741	31346818	378	78	1275	1930	897	1852	4.846153846153846	0.484341252699784
chr1	LDC1P	31501528	31501539	9	12	1491	2358	1482	2346	0.75	0.6317135549872123
chr1	PEF1-AS1	31645121	31645146	0	26	51	2148	51	2122	0.0	0.02403393025447691
chr1	PEF1-AS1	31645139	31645146	0	8	51	2148	51	2140	0.0	0.02383177570093458
chr1	PEF1-AS1	31645121	31645138	0	18	51	2148	51	2130	0.0	0.023943661971830985
chr1	PEF1-AS1	31645342	31645382	0	41	51	2148	51	2107	0.0	0.02420503084954912
chr1	PEF1-AS1	31656045	31656185	0	141	51	2148	51	2007	0.0	0.025411061285500747
chr1	KPNA6	32156928	32156945	98	18	2531	7472	2433	7454	5.444444444444445	0.32640193184867183
chr1	IQCC	32205724	32205963	6881	240	30899	2467	24018	2227	28.670833333333334	10.784912438257745
chr1	EIF3I	32226284	32226320	0	37	17127	5731	17127	5694	0.0	3.0079030558482613
chr1	EIF3I	32228817	32229208	0	392	17127	5731	17127	5339	0.0	3.20790410189174
chr1	EIF3I	32228817	32229024	0	208	17127	5731	17127	5523	0.0	3.1010320478001088
chr1	RBBP4	32651716	32651822	510	107	307145	9163	306635	9056	4.766355140186916	33.85987190812721
chr1	RBBP4	32679699	32679817	0	119	307145	9163	307145	9044	0.0	33.961189739053516
chr1	S100PBP	32817600	32817689	2	90	92597	9206	92595	9116	0.022222222222222223	10.157415533128566
chr1	S100PBP	32825430	32825485	976	56	92597	9206	91621	9150	17.428571428571427	10.013224043715846
chr1	AL513327.1	33307438	33307449	206	12	36566	3838	36360	3826	17.166666666666668	9.503397804495556
chr1	ZSCAN20	33472688	33472691	0	4	10953	5316	10953	5312	0.0	2.0619352409638556
chr1	CSMD2-AS1	33870425	33870494	0	70	6568	2628	6568	2558	0.0	2.5676309616888195
chr1	ZMYM1	35094010	35094083	0	74	0	5220	0	5146	0.0	0.0
chr1	NCDN	35557884	35558223	206	340	84468	4926	84262	4586	0.6058823529411764	18.373746184038378
chr1	C1ORF122	37808307	37808439	0	133	0	1487	0	1354	0.0	0.0
chr1	LINC01685	38513938	38514011	0	74	261	3681	261	3607	0.0	0.07235930135846964
chr1	NDUFS5	39026399	39026402	0	4	0	551	0	547	0.0	0.0
chr1	MACF1	39269688	39269720	0	33	306202	41060	306202	41027	0.0	7.463426523996393
chr1	PPIE	39738924	39738931	0	8	6319	11133	6319	11125	0.0	0.568
chr1	PPIE	39741922	39742031	0	110	6319	11133	6319	11023	0.0	0.5732559194411685
chr1	PPIE	39745499	39748767	1676	3269	6319	11133	4643	7864	0.5126950137656776	0.590412004069176
chr1	MFSD2A	39955380	39955385	0	6	76	3841	76	3835	0.0	0.019817470664928293
chr1	CAP1	40040468	40040783	1602	316	75024	3616	73422	3300	5.069620253164557	22.24909090909091
chr1	CAP1	40040784	40040801	30	18	75024	3616	74994	3598	1.6666666666666667	20.84324624791551
chr1	EXO5	40508909	40509790	0	882	561	2819	561	1937	0.0	0.28962312854930305
chr1	EXO5	40508878	40509790	0	913	561	2819	561	1906	0.0	0.2943336831059811
chr1	EXO5	40508890	40509790	0	901	561	2819	561	1918	0.0	0.2924921793534932
chr1	EXO5	40509350	40509790	0	441	561	2819	561	2378	0.0	0.2359125315391085
chr1	EXO5	40508878	40508908	0	31	561	2819	561	2788	0.0	0.20121951219512196
chr1	EXO5	40508890	40508908	0	19	561	2819	561	2800	0.0	0.20035714285714284
chr1	EXO5	40508878	40508889	0	12	561	2819	561	2807	0.0	0.19985749910936942
chr1	PPCS	42456629	42457073	33	445	102	3395	69	2950	0.07415730337078652	0.023389830508474575
chr1	CCDC30	42463891	42463898	0	8	152932	22898	152932	22890	0.0	6.681170816950633
chr1	CCDC30	42463658	42463898	0	241	152932	22898	152932	22657	0.0	6.749878624707596
chr1	CCDC30	42498893	42498916	0	24	152932	22898	152932	22874	0.0	6.6858441899099414
chr1	CCDC30	42463658	42463890	0	233	152932	22898	152932	22665	0.0	6.747496139422016
chr1	PPIH	42659252	42659370	0	119	5057	4021	5057	3902	0.0	1.2960020502306508
chr1	ERMAP	42825736	42825738	0	3	10	5141	10	5138	0.0	0.001946282600233554
chr1	ERMAP	42835761	42835764	0	4	10	5141	10	5137	0.0	0.0019466614755693985
chr1	FAM183A	43148085	43148091	80	7	523	811	443	804	11.428571428571429	0.5509950248756219
chr1	FAM183A	43152932	43152979	0	48	523	811	523	763	0.0	0.6854521625163827
chr1	CFAP57	43172403	43172453	0	51	29256	5416	29256	5365	0.0	5.4531220876048465
chr1	CFAP57	43219538	43219631	0	94	29256	5416	29256	5322	0.0	5.497181510710259
chr1	SZT2	43419945	43419961	0	17	36229	24016	36229	23999	0.0	1.5096045668569524
chr1	PTPRF	43603528	43603533	6	6	16003	10480	15997	10474	1.0	1.5273057093755966
chr1	ST3GAL3	43801542	43801545	0	4	359390	18223	359390	18219	0.0	19.726110104835612
chr1	ST3GAL3	43814934	43815004	0	71	359390	18223	359390	18152	0.0	19.79892022917585
chr1	ST3GAL3	43736381	43736425	0	45	359390	18223	359390	18178	0.0	19.77060182638354
chr1	ST3GAL3	43899264	43899289	129	26	359390	18223	359261	18197	4.961538461538462	19.74286970379733
chr1	ST3GAL3	43920929	43920940	12	12	359390	18223	359378	18211	1.0	19.734116742628082
chr1	ST3GAL3	43898299	43898438	1075	140	359390	18223	358315	18083	7.678571428571429	19.81501963169828
chr1	DPH2	43970271	43970322	0	52	0	2729	0	2677	0.0	0.0
chr1	DPH2	43970315	43970322	0	8	0	2729	0	2721	0.0	0.0
chr1	DPH2	43970313	43970322	0	10	0	2729	0	2719	0.0	0.0
chr1	DPH2	43970709	43970817	0	109	0	2729	0	2620	0.0	0.0
chr1	DPH2	43971541	43972070	0	530	0	2729	0	2199	0.0	0.0
chr1	DPH2	43970271	43970314	0	44	0	2729	0	2685	0.0	0.0
chr1	DPH2	43970313	43970314	0	2	0	2729	0	2727	0.0	0.0
chr1	DPH2	43970271	43970312	0	42	0	2729	0	2687	0.0	0.0
chr1	ATP6V0B	43975108	43975297	1377	190	2958	2433	1581	2243	7.247368421052632	0.7048595630851539
chr1	ATP6V0B	43975108	43975307	1377	200	2958	2433	1581	2233	6.885	0.7080161218092252
chr1	B4GALT2	43979512	43979616	517	105	3851	5400	3334	5295	4.923809523809524	0.6296506137865912
chr1	B4GALT2	43980047	43980614	2754	568	3851	5400	1097	4832	4.848591549295775	0.22702814569536423
chr1	AL139220.2	44030469	44030557	784	89	138097	9671	137313	9582	8.808988764044944	14.330306825297432
chr1	AL139220.2	44044759	44045269	15004	511	138097	9671	123093	9160	29.362035225048924	13.438100436681223
chr1	AL139220.2	44051108	44051158	1198	51	138097	9671	136899	9620	23.49019607843137	14.230665280665281
chr1	AL139220.2	44051495	44051531	1529	37	138097	9671	136568	9634	41.32432432432432	14.175627984222546
chr1	DMAP1	44213528	44213662	0	135	4135	2653	4135	2518	0.0	1.642176330420969
chr1	RNF220	44405527	44405530	0	4	19961	8963	19961	8959	0.0	2.22803884362094
chr1	RNF220	44635589	44635666	0	78	19961	8963	19961	8885	0.0	2.246595385481148
chr1	RNF220	44632209	44632212	0	4	19961	8963	19961	8959	0.0	2.22803884362094
chr1	KIF2C	44740003	44740042	11	40	45570	3547	45559	3507	0.275	12.990875392072997
chr1	RPS8	44776715	44776774	0	60	205	2666	205	2606	0.0	0.07866462010744436
chr1	RPS8	44777738	44777789	0	52	205	2666	205	2614	0.0	0.0784238714613619
chr1	BTBD19	44810250	44810426	99	177	14840	3529	14741	3352	0.559322033898305	4.397673031026253
chr1	RAD54L	46248599	46248623	0	25	44622	4044	44622	4019	0.0	11.102761881064941
chr1	RAD54L	46261016	46261074	0	59	44622	4044	44622	3985	0.0	11.197490589711418
chr1	UQCRH	46309128	46309143	128	16	816	1345	688	1329	8.0	0.5176824680210684
chr1	NSUN4	46344963	46345144	0	182	12138	8320	12138	8138	0.0	1.4915212582944213
chr1	NSUN4	46341498	46341865	867	368	12138	8320	11271	7952	2.3559782608695654	1.4173792756539236
chr1	NSUN4	46341866	46344294	7293	2429	12138	8320	4845	5891	3.00247015232606	0.8224410117127822
chr1	SLC5A9	48229166	48229177	0	12	0	4404	0	4392	0.0	0.0
chr1	OSBPL9	51669513	51669814	0	302	1649	7377	1649	7075	0.0	0.23307420494699646
chr1	OSBPL9	51730002	51730124	14	123	1649	7377	1635	7254	0.11382113821138211	0.22539288668320925
chr1	AL050343.2	51794054	51794074	0	21	51	1470	51	1449	0.0	0.035196687370600416
chr1	CPT2	53211251	53211319	0	69	414	5091	414	5022	0.0	0.08243727598566308
chr1	CPT2	53211251	53211369	0	119	414	5091	414	4972	0.0	0.083266291230893
chr1	CPT2	53211320	53211369	0	50	414	5091	414	5041	0.0	0.08212656219004166
chr1	DIO1	53894439	53894547	31	109	82	2265	51	2156	0.28440366972477066	0.02365491651205937
chr1	DIO1	53894356	53894547	69	192	82	2265	13	2073	0.359375	0.006271104679208876
chr1	DIO1	53894356	53894438	38	83	82	2265	44	2182	0.4578313253012048	0.02016498625114574
chr1	MRPL37	54200242	54200589	0	348	69	2523	69	2175	0.0	0.031724137931034485
chr1	DHCR24-DT	54887784	54887976	0	193	1122	691	1122	498	0.0	2.253012048192771
chr1	DHCR24-DT	54887969	54887976	0	8	1122	691	1122	683	0.0	1.642752562225476
chr1	LINC01767	56415151	56415609	0	459	0	2023	0	1564	0.0	0.0
chr1	LINC01767	56415343	56415353	0	11	0	2023	0	2012	0.0	0.0
chr1	LINC01767	56415610	56415695	0	86	0	2023	0	1937	0.0	0.0
chr1	DAB1-AS1	57860920	57860926	0	7	0	4284	0	4277	0.0	0.0
chr1	DAB1-AS1	57860910	57860926	0	17	0	4284	0	4267	0.0	0.0
chr1	DAB1-AS1	57860873	57860926	0	54	0	4284	0	4230	0.0	0.0
chr1	DAB1-AS1	57860927	57861033	0	107	0	4284	0	4177	0.0	0.0
chr1	DAB1-AS1	57860920	57861033	0	114	0	4284	0	4170	0.0	0.0
chr1	DAB1-AS1	57860910	57861033	0	124	0	4284	0	4160	0.0	0.0
chr1	DAB1-AS1	57860936	57861033	0	98	0	4284	0	4186	0.0	0.0
chr1	DAB1-AS1	57860873	57861033	0	161	0	4284	0	4123	0.0	0.0
chr1	DAB1-AS1	57860910	57860919	0	10	0	4284	0	4274	0.0	0.0
chr1	DAB1-AS1	57860873	57860919	0	47	0	4284	0	4237	0.0	0.0
chr1	DAB1-AS1	57860873	57860909	0	37	0	4284	0	4247	0.0	0.0
chr1	DAB1-AS1	57860927	57860935	0	9	0	4284	0	4275	0.0	0.0
chr1	DAB1-AS1	57860920	57860935	0	16	0	4284	0	4268	0.0	0.0
chr1	DAB1-AS1	57860910	57860935	0	26	0	4284	0	4258	0.0	0.0
chr1	DAB1-AS1	57860873	57860935	0	63	0	4284	0	4221	0.0	0.0
chr1	DAB1-AS1	57862520	57863040	0	521	0	4284	0	3763	0.0	0.0
chr1	DAB1-AS1	57862928	57863040	0	113	0	4284	0	4171	0.0	0.0
chr1	DAB1-AS1	57862520	57862927	0	408	0	4284	0	3876	0.0	0.0
chr1	LINC01358	59056750	59057032	0	283	6847	8361	6847	8078	0.0	0.8476107947511761
chr1	USP1	62436468	62436562	0	95	0	3878	0	3783	0.0	0.0
chr1	ATG4C	62784226	62784273	0	48	453	3126	453	3078	0.0	0.14717348927875243
chr1	ALG6	63411156	63411331	0	176	51	5100	51	4924	0.0	0.010357432981316004
chr1	ALG6	63371060	63371287	0	228	51	5100	51	4872	0.0	0.010467980295566502
chr1	EFCAB7	63523570	63523634	0	65	0	5719	0	5654	0.0	0.0
chr1	MIER1	66984593	66984652	0	60	51	6542	51	6482	0.0	0.00786794199321197
chr1	LINC01707	69192587	69192610	0	24	10	6166	10	6142	0.0	0.0016281341582546401
