chrom	geneName	splicedExonStart	splicedExonEnd	splicedExonReadCount(rc)	splicedExonLength(sl)	othersExonsReadCount(RC)	othersExonsLength(L)	RC - rc	L - sl	splicedExonAverageReadCoverage(n)	otherExonsAverageReadCoverage(N)
chr1	DDI2	15638306	15638434	0	129	102	11761	102	11632	0.0	0.008768913342503439
chr1	NECAP2	16443631	16443732	0	102	1660932	4594	1660932	4492	0.0	369.753339269813
chr1	NECAP2	16447869	16447974	297	106	1660932	4594	1660635	4488	2.80188679245283	370.0167112299465
chr1	CROCC	16931290	16931397	286	108	102291	8914	102005	8806	2.6481481481481484	11.583579377697024
chr1	CROCC	16936636	16936873	0	238	102291	8914	102291	8676	0.0	11.790110650069156
chr1	PLA2G5	20063483	20063602	0	120	8324	3257	8324	3137	0.0	2.653490596110934
chr1	PLA2G5	20066023	20066129	0	107	8324	3257	8324	3150	0.0	2.6425396825396827
chr1	LINC00339	22027413	22027534	0	122	23942	3569	23942	3447	0.0	6.945749927473165
chr1	LINC00339	22028527	22028660	0	134	23942	3569	23942	3435	0.0	6.9700145560407565
chr1	CDC42	22069220	22069318	0	99	15009	13175	15009	13076	0.0	1.1478280819822575
chr1	CDC42	22074093	22074219	19	127	15009	13175	14990	13048	0.14960629921259844	1.1488350705088903
chr1	LYPLA2	23793859	23793930	0	72	134	1850	134	1778	0.0	0.07536557930258718
chr1	LYPLA2	23794062	23794136	0	75	134	1850	134	1775	0.0	0.07549295774647888
chr1	RCAN3	24531217	24531391	0	175	153	6672	153	6497	0.0	0.023549330460212407
chr1	RCAN3	24533082	24533254	0	173	153	6672	153	6499	0.0	0.023542083397445762
chr1	RHD	25306595	25306729	0	135	0	3324	0	3189	0.0	0.0
chr1	RHD	25316999	25317079	0	81	0	3324	0	3243	0.0	0.0
chr1	RHD	25307646	25307816	0	171	0	3324	0	3153	0.0	0.0
chr1	MTFR1L	25823237	25823323	155	87	11895	4825	11740	4738	1.7816091954022988	2.4778387505276487
chr1	MTFR1L	25823345	25823439	136	95	11895	4825	11759	4730	1.431578947368421	2.486046511627907
chr1	ZPLD2P	26226585	26226616	1492	32	967913	3201	966421	3169	46.625	304.96087093720416
chr1	ZPLD2P	26227403	26227555	814891	153	967913	3201	153022	3048	5326.084967320261	50.20406824146982
chr1	DHDDS	26446315	26446432	0	118	2827	5593	2827	5475	0.0	0.5163470319634703
chr1	DHDDS	26447558	26447660	0	103	2827	5593	2827	5490	0.0	0.514936247723133
chr1	THEMIS2	27876587	27876728	5673	142	21416	2665	15743	2523	39.95070422535211	6.239793896155371
chr1	THEMIS2	27882512	27883043	408	532	21416	2665	21008	2133	0.7669172932330827	9.849038912330052
chr1	XKR8	27964184	27964235	0	52	0	3028	0	2976	0.0	0.0
chr1	XKR8	27965350	27965458	0	109	0	3028	0	2919	0.0	0.0
chr1	XKR8	27965718	27965928	0	211	0	3028	0	2817	0.0	0.0
chr1	PHACTR4	28432930	28433046	0	117	2745	7336	2745	7219	0.0	0.38024657154730573
chr1	PHACTR4	28457831	28457855	0	25	2745	7336	2745	7311	0.0	0.37546163315551906
chr1	PHACTR4	28457831	28457859	3	29	2745	7336	2742	7307	0.10344827586206896	0.37525660325715066
chr1	EPB41	29058588	29058645	0	58	325029	17917	325029	17859	0.0	18.19973122795229
chr1	EPB41	29060421	29060484	0	64	325029	17917	325029	17853	0.0	18.20584775667955
chr1	EPB41	29058810	29058852	0	43	325029	17917	325029	17874	0.0	18.18445787176905
chr1	EPB41	28993329	28993542	51	214	325029	17917	324978	17703	0.2383177570093458	18.357227588544315
chr1	EPB41	28997214	28997319	1073	106	325029	17917	323956	17811	10.122641509433961	18.18853517489192
chr1	EPB41	29068732	29068768	32	37	325029	17917	324997	17880	0.8648648648648649	18.176565995525728
chr1	EPB41	29096154	29096604	48263	451	325029	17917	276766	17466	107.01330376940133	15.845986488033894
chr1	LINC01778	30826133	30826194	0	62	0	2117	0	2055	0.0	0.0
chr1	LINC01778	30829747	30829882	0	136	0	2117	0	1981	0.0	0.0
chr1	LINC01778	30826130	30826194	0	65	0	2117	0	2052	0.0	0.0
chr1	LINC01778	30826533	30826652	0	120	0	2117	0	1997	0.0	0.0
chr1	LINC01778	30826055	30826194	0	140	0	2117	0	1977	0.0	0.0
chr1	LINC01778	30826604	30826652	0	49	0	2117	0	2068	0.0	0.0
chr1	LINC01778	30826554	30826652	0	99	0	2117	0	2018	0.0	0.0
chr1	LINC01226	31540807	31540885	0	79	408	9340	408	9261	0.0	0.04405571752510528
chr1	LINC01226	31551534	31551657	0	124	408	9340	408	9216	0.0	0.044270833333333336
chr1	PEF1-AS1	31655951	31656185	0	235	351	2148	351	1913	0.0	0.18348144276006273
chr1	PEF1-AS1	31656896	31657061	0	166	351	2148	351	1982	0.0	0.17709384460141273
chr1	EIF3I	32226170	32226283	0	114	21504	5731	21504	5617	0.0	3.8283781377959767
chr1	EIF3I	32226402	32226530	0	129	21504	5731	21504	5602	0.0	3.838629061049625
chr1	EIF3I	32226170	32226320	0	151	21504	5731	21504	5580	0.0	3.8537634408602153
chr1	AZIN2	33082177	33082354	0	178	359545	7260	359545	7082	0.0	50.768850607173114
chr1	AZIN2	33083953	33084127	41	175	359545	7260	359504	7085	0.2342857142857143	50.741566690190545
chr1	THRAP3	36224970	36225102	0	133	29510	4735	29510	4602	0.0	6.4124293785310735
chr1	THRAP3	36225411	36225463	86	53	29510	4735	29424	4682	1.6226415094339623	6.284493806065784
chr1	LINC01685	38476728	38476803	0	76	1621	3681	1621	3605	0.0	0.44965325936199724
chr1	LINC01685	38493570	38493621	0	52	1621	3681	1621	3629	0.0	0.4466795260402315
chr1	AKIRIN1	39000971	39001106	0	136	0	2693	0	2557	0.0	0.0
chr1	AKIRIN1	39003346	39003418	0	73	0	2693	0	2620	0.0	0.0
chr1	AKIRIN1	38998170	38998311	0	142	0	2693	0	2551	0.0	0.0
chr1	MACF1	39436481	39436490	0	10	286688	41060	286688	41050	0.0	6.983873325213155
chr1	MACF1	39437776	39438008	0	233	286688	41060	286688	40827	0.0	7.02201974183751
chr1	CAP1	40041428	40041493	51993	66	53087	3616	1094	3550	787.7727272727273	0.30816901408450703
chr1	CAP1	40057445	40057495	0	51	53087	3616	53087	3565	0.0	14.89116409537167
chr1	ZMPSTE24	40262833	40262983	0	151	51	4036	51	3885	0.0	0.013127413127413128
chr1	ZMPSTE24	40267390	40267507	0	118	51	4036	51	3918	0.0	0.013016845329249618
chr1	NFYC	40749572	40749686	0	115	196095	5237	196095	5122	0.0	38.284849668098396
chr1	NFYC	40753150	40753246	0	97	196095	5237	196095	5140	0.0	38.150778210116734
chr1	NFYC	40712686	40712821	0	136	196095	5237	196095	5101	0.0	38.44246226230151
chr1	NFYC	40723688	40723792	0	105	196095	5237	196095	5132	0.0	38.21024941543258
chr1	NFYC	40735600	40735750	49018	151	196095	5237	147077	5086	324.6225165562914	28.918010224144712
chr1	NFYC	40747533	40747605	198	73	196095	5237	195897	5164	2.712328767123288	37.935127807900855
chr1	KCNQ4	40824096	40824258	0	163	41391	4424	41391	4261	0.0	9.713916920910584
chr1	KCNQ4	40826637	40826694	0	58	41391	4424	41391	4366	0.0	9.480302336234539
chr1	CCDC30	42506946	42507069	0	124	197370	22898	197370	22774	0.0	8.666461754632476
chr1	CCDC30	42521162	42521256	0	95	197370	22898	197370	22803	0.0	8.655440073674516
chr1	CCDC30	42473121	42473303	357	183	197370	22898	197013	22715	1.9508196721311475	8.67325555800132
chr1	CCDC30	42480460	42480566	91	107	197370	22898	197279	22791	0.8504672897196262	8.656004563204775
chr1	CCDC30	42477107	42477136	0	30	197370	22898	197370	22868	0.0	8.63083785202029
chr1	CCDC30	42536475	42536601	0	127	197370	22898	197370	22771	0.0	8.667603530806728
chr1	PPIH	42668046	42668151	0	106	9233	4021	9233	3915	0.0	2.3583652618135376
chr1	PPIH	42675366	42675448	130	83	9233	4021	9103	3938	1.5662650602409638	2.3115794819705435
chr1	PPIH	42675287	42675327	26	41	9233	4021	9207	3980	0.6341463414634146	2.313316582914573
chr1	ST3GAL3	43819113	43819236	51	124	242611	18223	242560	18099	0.4112903225806452	13.401845405823526
chr1	ST3GAL3	43824730	43824892	40384	163	242611	18223	202227	18060	247.75460122699386	11.19750830564784
chr1	ST3GAL3	43858134	43858308	51	175	242611	18223	242560	18048	0.2914285714285714	13.439716312056738
chr1	ST3GAL3	43894382	43894477	36	96	242611	18223	242575	18127	0.375	13.381971644508193
chr1	ST3GAL3	43838218	43838311	76	94	242611	18223	242535	18129	0.8085106382978723	13.378288929339732
chr1	ST3GAL3	43879334	43879507	55	174	242611	18223	242556	18049	0.3160919540229885	13.438750069255914
chr1	ST3GAL3	43814890	43814933	0	44	242611	18223	242611	18179	0.0	13.345673579404808
chr1	DPH2	43970965	43971189	0	225	0	2729	0	2504	0.0	0.0
chr1	DPH2	43971386	43972070	0	685	0	2729	0	2044	0.0	0.0
chr1	ARMH1	44684392	44684656	13020	265	21052	3290	8032	3025	49.132075471698116	2.655206611570248
chr1	ARMH1	44688195	44688319	431	125	21052	3290	20621	3165	3.448	6.515323854660347
chr1	ARMH1	44689108	44689224	822	117	21052	3290	20230	3173	7.0256410256410255	6.375669713205169
chr1	KIF2C	44762228	44762295	0	68	41451	3547	41451	3479	0.0	11.91463064098879
chr1	KIF2C	44762345	44762451	0	107	41451	3547	41451	3440	0.0	12.049709302325581
chr1	UROD	45013135	45013215	0	81	192	3179	192	3098	0.0	0.06197546804389929
chr1	UROD	45013291	45013354	0	64	192	3179	192	3115	0.0	0.06163723916532905
chr1	UROD	45013908	45014070	0	163	192	3179	192	3016	0.0	0.0636604774535809
chr1	UROD	45014438	45014576	0	139	192	3179	192	3040	0.0	0.06315789473684211
chr1	UROD	45013354	45013426	0	73	192	3179	192	3106	0.0	0.061815840309079204
chr1	NASP	45594693	45594773	0	81	51	8254	51	8173	0.0	0.006240058729964517
chr1	NASP	45600384	45600457	0	74	51	8254	51	8180	0.0	0.0062347188264058676
chr1	NASP	45591222	45591270	0	49	51	8254	51	8205	0.0	0.006215722120658135
chr1	NASP	45602254	45602365	0	112	51	8254	51	8142	0.0	0.006263817243920413
chr1	NASP	45604935	45605016	0	82	51	8254	51	8172	0.0	0.006240822320117474
chr1	RAD54L	46273354	46273465	52	112	42953	4044	42901	3932	0.4642857142857143	10.910732451678536
chr1	RAD54L	46273623	46273747	0	125	42953	4044	42953	3919	0.0	10.9601939270222
chr1	CYP4B1	46811139	46811184	124	46	25637	3487	25513	3441	2.6956521739130435	7.414414414414415
chr1	CYP4B1	46812176	46812348	92	173	25637	3487	25545	3314	0.5317919075144508	7.708207604103802
chr1	ELAVL4	50120844	50121054	0	211	102	8008	102	7797	0.0	0.013081954597922277
chr1	ELAVL4	50141771	50141858	0	88	102	8008	102	7920	0.0	0.012878787878787878
chr1	OSBPL9	51752502	51752725	1122	224	1293	7377	171	7153	5.008928571428571	0.023906053404166083
chr1	OSBPL9	51756319	51756358	0	40	1293	7377	1293	7337	0.0	0.17623006678478942
chr1	OSBPL9	51651990	51652041	0	52	1293	7377	1293	7325	0.0	0.17651877133105803
chr1	OSBPL9	51669433	51669512	0	80	1293	7377	1293	7297	0.0	0.17719610798958477
chr1	SCP2	52941795	52941853	0	59	4957	6178	4957	6119	0.0	0.810099689491747
chr1	SCP2	52948008	52948080	18	73	4957	6178	4939	6105	0.2465753424657534	0.809009009009009
chr1	SCP2	52950754	52950886	408	133	4957	6178	4549	6045	3.0676691729323307	0.7525227460711331
chr1	SCP2	53027968	53028071	0	104	4957	6178	4957	6074	0.0	0.8161014158709252
chr1	SCP2	53038916	53039046	0	131	4957	6178	4957	6047	0.0	0.8197453282619481
chr1	CPT2	53202322	53202429	0	108	306	5091	306	4983	0.0	0.061408789885611076
chr1	CPT2	53210014	53211319	0	1306	306	5091	306	3785	0.0	0.08084544253632761
chr1	DIO1	53904665	53904809	0	145	122	2265	122	2120	0.0	0.057547169811320756
chr1	DIO1	53906094	53906294	0	201	122	2265	122	2064	0.0	0.05910852713178295
chr1	DIO1	53904733	53904809	0	77	122	2265	122	2188	0.0	0.055758683729433274
chr1	DIO1	53894438	53894547	20	110	122	2265	102	2155	0.18181818181818182	0.047331786542923436
chr1	LRRC42	53947787	53947821	0	35	102	2093	102	2058	0.0	0.04956268221574344
chr1	LRRC42	53947861	53947981	0	121	102	2093	102	1972	0.0	0.05172413793103448
chr1	MROH7	54679890	54680045	175	156	209164	6269	208989	6113	1.1217948717948718	34.18763291346311
chr1	MROH7	54682655	54682794	1295	140	209164	6269	207869	6129	9.25	33.9156469244575
chr1	DAB1-AS1	57864421	57864594	0	174	0	4284	0	4110	0.0	0.0
chr1	DAB1-AS1	57864706	57864824	0	119	0	4284	0	4165	0.0	0.0
chr1	LINC01135	58893544	58893717	0	174	0	5023	0	4849	0.0	0.0
chr1	LINC01135	58896256	58896385	0	130	0	5023	0	4893	0.0	0.0
chr1	LINC01358	59056937	59057032	0	96	9058	8361	9058	8265	0.0	1.095946763460375
chr1	LINC01358	59112505	59112589	0	85	9058	8361	9058	8276	0.0	1.0944900918318028
chr1	LINC01358	59082567	59082708	0	142	9058	8361	9058	8219	0.0	1.1020805450784767
chr1	LINC01358	59082636	59082708	0	73	9058	8361	9058	8288	0.0	1.0929054054054055
chr1	LINC01358	59086402	59086596	0	195	9058	8361	9058	8166	0.0	1.109233406808719
chr1	LINC01358	59062114	59062184	0	71	9058	8361	9058	8290	0.0	1.0926417370325694
chr1	LINC01358	59082220	59082437	0	218	9058	8361	9058	8143	0.0	1.1123664497114085
chr1	FGGY	59339957	59340069	0	113	759	12210	759	12097	0.0	0.06274282880052906
chr1	FGGY	59346246	59346398	102	153	759	12210	657	12057	0.6666666666666666	0.05449116695695447
chr1	FGGY	59378748	59378837	0	90	759	12210	759	12120	0.0	0.06262376237623762
chr1	NFIA	61385870	61385924	0	55	10	32389	10	32334	0.0	0.00030927197377373663
chr1	NFIA	61399375	61399520	0	146	10	32389	10	32243	0.0	0.0003101448376391775
chr1	NFIA	61426464	61426556	0	93	10	32389	10	32296	0.0	0.00030963586821897447
chr1	NFIA	61439450	61439518	0	69	10	32389	10	32320	0.0	0.0003094059405940594
chr1	ALG6	63411145	63411155	0	11	408	5100	408	5089	0.0	0.08017292198860287
chr1	ALG6	63411254	63411331	0	78	408	5100	408	5022	0.0	0.08124253285543608
chr1	SGIP1	66694438	66694504	0	67	1252	13353	1252	13286	0.0	0.09423453259069697
chr1	SGIP1	66695433	66695493	0	61	1252	13353	1252	13292	0.0	0.09419199518507373
chr1	SGIP1	66634079	66634163	0	85	1252	13353	1252	13268	0.0	0.09436237564063914
chr1	SGIP1	66635943	66636015	0	73	1252	13353	1252	13280	0.0	0.09427710843373494
chr1	LINC01702	67529652	67529749	0	98	0	953	0	855	0.0	0.0
chr1	LINC01702	67530314	67530378	0	65	0	953	0	888	0.0	0.0
chr1	LINC01702	67527377	67527437	0	61	0	953	0	892	0.0	0.0
chr1	LINC01702	67529627	67529749	0	123	0	953	0	830	0.0	0.0
chr1	LINC01702	67529618	67529749	0	132	0	953	0	821	0.0	0.0
chr1	GADD45A	67686024	67686126	0	103	0	1706	0	1603	0.0	0.0
chr1	GADD45A	67686349	67686587	0	239	0	1706	0	1467	0.0	0.0
chr1	GNG12-AS1	67956155	67956262	0	108	0	3481	0	3373	0.0	0.0
chr1	GNG12-AS1	68034646	68034763	0	118	0	3481	0	3363	0.0	0.0
chr1	GNG12-AS1	68100697	68100774	0	78	0	3481	0	3403	0.0	0.0
chr1	GNG12-AS1	68102654	68102727	0	74	0	3481	0	3407	0.0	0.0
chr1	SRSF11	70231094	70231203	0	110	51	6054	51	5944	0.0	0.008580080753701211
chr1	SRSF11	70231858	70231975	0	118	51	6054	51	5936	0.0	0.008591644204851753
chr1	ZRANB2-AS2	71093132	71093251	0	120	51	14846	51	14726	0.0	0.0034632622572321066
chr1	ZRANB2-AS2	71223056	71223114	0	59	51	14846	51	14787	0.0	0.003448975451410022
chr1	ZRANB2-AS2	71184346	71184571	0	226	51	14846	51	14620	0.0	0.0034883720930232558
chr1	ZRANB2-AS2	71237129	71237195	0	67	51	14846	51	14779	0.0	0.0034508424115298735
chr1	ZRANB2-AS2	71368054	71368088	0	35	51	14846	51	14811	0.0	0.0034433866720680576
chr1	ZRANB2-AS2	71237129	71237386	0	258	51	14846	51	14588	0.0	0.0034960241294214422
chr1	ZRANB2-AS2	71304358	71304415	0	58	51	14846	51	14788	0.0	0.003448742223424398
chr1	ZRANB2-AS2	71365037	71365199	0	163	51	14846	51	14683	0.0	0.003473404617584962
chr1	ZRANB2-AS2	71193674	71193728	0	55	51	14846	51	14791	0.0	0.0034480427286863635
chr1	ZRANB2-AS2	71208180	71208296	0	117	51	14846	51	14729	0.0	0.003462556860615113
chr1	ZRANB2-AS2	71268434	71268478	0	45	51	14846	51	14801	0.0	0.003445713127491386
chr1	ZRANB2-AS2	71280525	71280615	51	91	51	14846	0	14755	0.5604395604395604	0.0
chr1	ZRANB2-AS2	71202034	71202056	0	23	51	14846	51	14823	0.0	0.0034405990690143697
chr1	ZRANB2-AS2	71476860	71476967	0	108	51	14846	51	14738	0.0	0.0034604423938119147
chr1	ZRANB2-AS2	71484785	71484836	0	52	51	14846	51	14794	0.0	0.0034473435176422874
chr1	LINC01360	73307167	73307384	0	218	0	5538	0	5320	0.0	0.0
chr1	LINC01360	73310852	73310990	0	139	0	5538	0	5399	0.0	0.0
chr1	LINC01360	73307167	73307363	0	197	0	5538	0	5341	0.0	0.0
chr1	ACADM	75728400	75728488	14	89	26	4672	12	4583	0.15730337078651685	0.0026183722452542005
chr1	ACADM	75732643	75732741	0	99	26	4672	26	4573	0.0	0.005685545593702165
chr1	AC092813.1	75983444	75983560	0	117	0	2089	0	1972	0.0	0.0
chr1	AC092813.1	76010739	76010853	0	115	0	2089	0	1974	0.0	0.0
chr1	AC092813.1	75935950	75936154	0	205	0	2089	0	1884	0.0	0.0
chr1	AC092813.1	75935924	75936154	0	231	0	2089	0	1858	0.0	0.0
chr1	ADGRL2	81986900	81987029	0	130	10445	19025	10445	18895	0.0	0.5527917438475787
chr1	ADGRL2	81987259	81987341	0	83	10445	19025	10445	18942	0.0	0.5514201245908563
chr1	ADGRL2	81987868	81987886	0	19	10445	19025	10445	19006	0.0	0.5495632958013259
chr1	ADGRL2	81989656	81989695	0	40	10445	19025	10445	18985	0.0	0.5501711877798262
chr1	ADGRL2	81987288	81987341	0	54	10445	19025	10445	18971	0.0	0.5505771967740235
chr1	ADGRL2	81989656	81989709	0	54	10445	19025	10445	18971	0.0	0.5505771967740235
chr1	LINC01362	82952671	82952728	0	58	2	2150	2	2092	0.0	0.0009560229445506692
chr1	LINC01362	82991859	82991980	0	122	2	2150	2	2028	0.0	0.0009861932938856016
chr1	LINC01362	82952671	82952837	0	167	2	2150	2	1983	0.0	0.0010085728693898135
chr1	BRDT	91949889	91950474	0	586	34576	4344	34576	3758	0.0	9.200638637573178
chr1	BRDT	91962717	91962946	0	230	34576	4344	34576	4114	0.0	8.40447253281478
chr1	BRDT	91949637	91949682	0	46	34576	4344	34576	4298	0.0	8.044671940437413
chr1	BRDT	91950107	91950474	0	368	34576	4344	34576	3976	0.0	8.696177062374245
chr1	BRDT	91949889	91949958	0	70	34576	4344	34576	4274	0.0	8.089845577912962
chr1	BRDT	91957528	91957600	0	73	34576	4344	34576	4271	0.0	8.095527979395927
chr1	BRDT	91949899	91950474	0	576	34576	4344	34576	3768	0.0	9.176220806794054
chr1	BRDT	91950304	91950474	0	171	34576	4344	34576	4173	0.0	8.285645818356098
chr1	ARHGAP29-AS1	94250378	94250544	0	167	46667	3779	46667	3612	0.0	12.91998892580288
chr1	ARHGAP29-AS1	94257960	94258029	23	70	46667	3779	46644	3709	0.32857142857142857	12.575896468050688
chr1	ABCD3	94472172	94472242	0	71	51	7682	51	7611	0.0	0.006700827749310209
chr1	ABCD3	94473765	94473835	0	71	51	7682	51	7611	0.0	0.006700827749310209
chr1	LINC02790	96002100	96002212	0	113	0	2786	0	2673	0.0	0.0
chr1	LINC02790	96006192	96006421	0	230	0	2786	0	2556	0.0	0.0
chr1	LINC02790	96006169	96006421	0	253	0	2786	0	2533	0.0	0.0
chr1	LINC02790	96003362	96003444	0	83	0	2786	0	2703	0.0	0.0
chr1	LINC02790	96005756	96005867	0	112	0	2786	0	2674	0.0	0.0
chr1	LINC02790	96006196	96006421	0	226	0	2786	0	2560	0.0	0.0
chr1	LINC02790	96006362	96006421	0	60	0	2786	0	2726	0.0	0.0
chr1	SLC35A3	99999260	99999415	0	156	867	15955	867	15799	0.0	0.054876890942464715
chr1	SLC35A3	100007033	100007156	0	124	867	15955	867	15831	0.0	0.05476596551070684
chr1	AC093157.1	101075275	101075394	0	120	0	7130	0	7010	0.0	0.0
chr1	AC093157.1	101075394	101075716	0	323	0	7130	0	6807	0.0	0.0
chr1	AC093157.1	101080388	101080613	0	226	0	7130	0	6904	0.0	0.0
chr1	AC093157.1	101080886	101080998	0	113	0	7130	0	7017	0.0	0.0
chr1	LINC01709	101730940	101731053	0	114	0	2787	0	2673	0.0	0.0
chr1	LINC01709	101733329	101733556	0	228	0	2787	0	2559	0.0	0.0
chr1	AL355306.2	105978906	105979020	0	115	0	8939	0	8824	0.0	0.0
chr1	AL355306.2	106022017	106022141	0	125	0	8939	0	8814	0.0	0.0
chr1	NTNG1	107418579	107418645	0	67	0	9155	0	9088	0.0	0.0
chr1	NTNG1	107430749	107430917	0	169	0	9155	0	8986	0.0	0.0
chr1	GPSM2	108914337	108914408	510	72	5867	18055	5357	17983	7.083333333333333	0.2978924539843185
chr1	GPSM2	108918612	108918789	705	178	5867	18055	5162	17877	3.960674157303371	0.288750908989204
chr1	GPSM2	108877530	108877774	0	245	5867	18055	5867	17810	0.0	0.32942167321729365
chr1	GPSM2	108882579	108882625	0	47	5867	18055	5867	18008	0.0	0.3257996446023989
chr1	GPSM2	108922416	108922576	0	161	5867	18055	5867	17894	0.0	0.3278752654521069
chr1	GPSM2	108923999	108924214	0	216	5867	18055	5867	17839	0.0	0.32888614832669993
chr1	ELAPOR1	109173687	109173837	0	151	178014	9175	178014	9024	0.0	19.726728723404257
chr1	ELAPOR1	109185044	109185133	0	90	178014	9175	178014	9085	0.0	19.594276279581727
chr1	CYB561D1	109494519	109494623	0	105	76138	5618	76138	5513	0.0	13.810629421367677
chr1	CYB561D1	109495142	109495180	0	39	76138	5618	76138	5579	0.0	13.647248610862162
chr1	AMPD2	109622184	109622353	0	170	70772	8217	70772	8047	0.0	8.794830371567043
chr1	AMPD2	109623978	109624089	0	112	70772	8217	70772	8105	0.0	8.731893892658853
chr1	LAMTOR5-AS1	110413320	110413410	0	91	1596	11148	1596	11057	0.0	0.14434295016731483
chr1	LAMTOR5-AS1	110414151	110414231	46	81	1596	11148	1550	11067	0.5679012345679012	0.1400560224089636
chr1	LAMTOR5-AS1	110413038	110413094	0	57	1596	11148	1596	11091	0.0	0.14390045983229646
chr1	LAMTOR5-AS1	110416008	110416188	51	181	1596	11148	1545	10967	0.281767955801105	0.14087717698550195
chr1	LAMTOR5-AS1	110417488	110417640	0	153	1596	11148	1596	10995	0.0	0.1451568894952251
chr1	LAMTOR5-AS1	110409084	110409158	0	75	1596	11148	1596	11073	0.0	0.14413438092657815
chr1	LAMTOR5-AS1	110411444	110411521	0	78	1596	11148	1596	11070	0.0	0.14417344173441735
chr1	LAMTOR5-AS1	110408921	110409158	0	238	1596	11148	1596	10910	0.0	0.1462878093492209
chr1	LAMTOR5-AS1	110417793	110417916	0	124	1596	11148	1596	11024	0.0	0.14477503628447025
