chrom	geneName	splicedExonStart	splicedExonEnd	splicedExonReadCount(rc)	splicedExonLength(sl)	othersExonsReadCount(RC)	othersExonsLength(L)	RC - rc	L - sl	splicedExonAverageReadCoverage(n)	otherExonsAverageReadCoverage(N)
chr1	ARID1A	26774328	26774901	7948	574	104732	12546	96784	11972	13.846689895470384	8.08419645840294
chr1	PIGV	26794112	26795234	3291	1123	955660	5866	952369	4743	2.9305431878895813	200.79464473961627
chr1	PPP1R8	27850092	27851676	255	1585	603	2822	348	1237	0.1608832807570978	0.2813257881972514
chr1	THEMIS2	27881970	27883043	3250	1074	18413	2665	15163	1591	3.026070763500931	9.530483972344438
chr1	PHACTR4	28496533	28500364	51	3832	3249	7336	3198	3504	0.013308977035490605	0.9126712328767124
chr1	CCDC28B	32204597	32205387	14710	791	43396	2043	28686	1252	18.596713021491784	22.91214057507987
chr1	EIF3I	32221720	32222032	7631	313	17127	5731	9496	5418	24.380191693290733	1.7526762643041713
chr1	EIF3I	32228726	32229208	0	483	17127	5731	17127	5248	0.0	3.2635289634146343
chr1	EIF3I	32230926	32231602	0	677	17127	5731	17127	5054	0.0	3.388800949742778
chr1	EIF3I	32228726	32231019	765	2294	17127	5731	16362	3437	0.33347863993025284	4.760546988652895
chr1	LCK	32274736	32275083	0	348	51	3193	51	2845	0.0	0.017926186291739893
chr1	TEKT2	36087727	36088275	306	549	3897	1969	3591	1420	0.5573770491803278	2.52887323943662
chr1	MAP7D1	36176198	36176581	0	384	198643	4365	198643	3981	0.0	49.897764380808844
chr1	THRAP3	36303795	36305357	32335	1563	68658	4735	36323	3172	20.687779910428663	11.451134930643127
chr1	SH3D21	36321055	36321778	55411	724	176698	6435	121287	5711	76.53453038674033	21.23743652600245
chr1	LINC01685	38476192	38476484	0	293	261	3681	261	3388	0.0	0.07703659976387249
chr1	LINC01685	38474881	38475824	0	944	261	3681	261	2737	0.0	0.09535988308366825
chr1	SZT2	43427529	43428118	0	590	36229	24016	36229	23426	0.0	1.54652949713993
chr1	ARTN	43936068	43936346	714	279	1938	2662	1224	2383	2.5591397849462365	0.5136382710868653
chr1	ATP6V0B	43977025	43978295	32	1271	2958	2433	2926	1162	0.025177025963808025	2.5180722891566263
chr1	CCDC24	43993889	43995162	102	1274	5	2226	-97	952	0.08006279434850863	-0.10189075630252101
chr1	CCDC24	43995600	43995856	0	257	5	2226	5	1969	0.0	0.0025393600812595226
chr1	AL139220.2	44050949	44051494	22503	546	138097	9671	115594	9125	41.214285714285715	12.667835616438357
chr1	KLF17	44129352	44130196	4999	845	106727	3164	101728	2319	5.915976331360946	43.86718413109099
chr1	DMAP1	44213470	44213858	942	389	4135	2653	3193	2264	2.4215938303341904	1.4103356890459364
chr1	ARMH1	44724319	44724668	120	350	20984	3290	20864	2940	0.34285714285714286	7.096598639455783
chr1	MAST2	46032177	46032404	152938	228	583865	7806	430927	7578	670.780701754386	56.86553180258643
chr1	MAST2	46032595	46032718	84350	124	583865	7806	499515	7682	680.241935483871	65.02408227024212
chr1	DIO1	53904665	53904809	0	145	82	2265	82	2120	0.0	0.038679245283018866
chr1	DIO1	53894438	53894547	31	110	82	2265	51	2155	0.2818181818181818	0.023665893271461718
chr1	DIO1	53894188	53894547	82	360	82	2265	0	1905	0.22777777777777777	0.0
chr1	DIO1	53894210	53894547	82	338	82	2265	0	1927	0.24260355029585798	0.0
chr1	MROH7-TTC4	54731485	54731700	0	216	193330	7125	193330	6909	0.0	27.98234187291938
chr1	MIER1	66984571	66988619	0	4049	51	6542	51	2493	0.0	0.02045728038507822
chr1	FPGT-TNNI3K	74370287	74375848	0	5562	0	9928	0	4366	0.0	0.0
chr1	NEXN	77942460	77943895	0	1436	106	4215	106	2779	0.0	0.03814321698452681
chr1	LINC01140	87133613	87136669	0	3057	5678	6060	5678	3003	0.0	1.8907758907758907
chr1	BRDT	91949397	91949682	51	286	29498	4344	29447	4058	0.17832167832167833	7.256530310497782
chr1	MTF2	93110229	93110428	0	200	1241	5924	1241	5724	0.0	0.21680642907058
chr1	FNBP1L	93550946	93554659	1168	3714	454	4512	-714	798	0.31448572967151317	-0.8947368421052632
chr1	LINC02790	95991976	95992509	0	534	0	2786	0	2252	0.0	0.0
chr1	LINC02790	95992009	95992509	0	501	0	2786	0	2285	0.0	0.0
chr1	LINC02790	95992025	95992509	0	485	0	2786	0	2301	0.0	0.0
chr1	AC118553.2	100078450	100080659	0	2210	51	5784	51	3574	0.0	0.014269725797425853
chr1	TRMT13	100140407	100141019	204	613	1644	4144	1440	3531	0.33278955954323003	0.4078164825828377
chr1	AC093157.1	101080388	101083574	51	3187	0	7130	-51	3943	0.016002510197678066	-0.012934313974131372
chr1	AC093157.1	101080886	101083574	51	2689	0	7130	-51	4441	0.01896615842320565	-0.011483900022517451
chr1	RNPC3	103525698	103526262	0	565	51	5469	51	4904	0.0	0.010399673735725938
chr1	LINC02785	108071483	108072697	0	1215	0	4139	0	2924	0.0	0.0
chr1	GPR61	109542421	109544639	0	2219	2480	3508	2480	1289	0.0	1.9239720713731574
chr1	CSF1	109923165	109924190	0	1026	1281	5251	1281	4225	0.0	0.30319526627218935
chr1	CEPT1	111182186	111182318	0	133	0	4458	0	4325	0.0	0.0
chr1	CHIAP2	111281550	111282475	0	926	0	2199	0	1273	0.0	0.0
chr1	NBPF26	120805555	120805765	37	211	35337	6817	35300	6606	0.17535545023696683	5.343627005752347
chr1	NBPF26	120805417	120805765	37	349	35337	6817	35300	6468	0.10601719197707736	5.457637600494744
chr1	LINC00623	120952438	120953460	0	1023	102	2606	102	1583	0.0	0.06443461781427669
chr1	POLR3C	145826453	145826709	0	257	7880	4583	7880	4326	0.0	1.821544151641239
chr1	GNRHR2	145919343	145919900	564	558	1751	2338	1187	1780	1.010752688172043	0.6668539325842696
chr1	POLR3GL	145974824	145974991	0	168	0	1316	0	1148	0.0	0.0
chr1	LINC01719	146057693	146058461	8126	769	34193	2631	26067	1862	10.566970091027308	13.999462943071965
chr1	NBPF12	146987953	146988126	0	174	0	7308	0	7134	0.0	0.0
chr1	CHD1L	147252622	147252735	0	114	0	4200	0	4086	0.0	0.0
chr1	CHD1L	147254869	147254976	0	108	0	4200	0	4092	0.0	0.0
chr1	CHD1L	147255812	147255927	0	116	0	4200	0	4084	0.0	0.0
chr1	CHD1L	147264421	147264584	0	164	0	4200	0	4036	0.0	0.0
chr1	CHD1L	147272170	147272630	0	461	0	4200	0	3739	0.0	0.0
chr1	LINC02805	148162755	148163815	0	1061	0	5857	0	4796	0.0	0.0
chr1	PDE4DIP	148991884	148993882	0	1999	6068	23819	6068	21820	0.0	0.2780934922089826
chr1	SNX27	151693423	151694484	0	1062	157502	16235	157502	15173	0.0	10.380412574968695
chr1	OAZ3	151767162	151767299	0	138	55506	4640	55506	4502	0.0	12.329187027987562
chr1	INTS3	153773192	153774808	408	1617	23309	9073	22901	7456	0.2523191094619666	3.071486051502146
chr1	INTS3	153772339	153772711	0	373	23309	9073	23309	8700	0.0	2.6791954022988507
chr1	CREB3L4	153972743	153973078	0	336	413210	2539	413210	2203	0.0	187.56695415342713
chr1	AQP10	154323588	154325325	47562	1738	143770	2297	96208	559	27.365937859608746	172.10733452593917
chr1	TDRD10	154547408	154548147	0	740	8761	2719	8761	1979	0.0	4.426983324911571
chr1	FLAD1	154992712	154993111	0	400	204753	3992	204753	3592	0.0	57.00250556792873
chr1	FLAD1	154990158	154990528	31168	371	204753	3992	173585	3621	84.01078167115902	47.938414802540734
chr1	SLC50A1	155138179	155138853	0	675	51	1885	51	1210	0.0	0.04214876033057851
chr1	DAP3	155738156	155739010	51	855	57901	4354	57850	3499	0.05964912280701754	16.533295227207773
chr1	LMNA	156114712	156115274	1325	563	324066	7357	322741	6794	2.3534635879218473	47.503826906093614
chr1	LMNA	156137653	156138757	102	1105	324066	7357	323964	6252	0.09230769230769231	51.81765834932821
chr1	LMNA	156135860	156136436	0	577	324066	7357	324066	6780	0.0	47.79734513274336
chr1	LMNA	156114710	156115274	1331	565	324066	7357	322735	6792	2.3557522123893806	47.51693168433451
chr1	SEMA4A	156154549	156154717	0	169	12683	6084	12683	5915	0.0	2.1442096365173287
chr1	TMEM79	156285183	156285983	21175	801	36529	3037	15354	2236	26.43570536828964	6.866726296958855
chr1	RHBG	156377989	156378399	0	411	0	3394	0	2983	0.0	0.0
chr1	RRNAD1	156731990	156732473	294	484	13315	2891	13021	2407	0.6074380165289256	5.409638554216867
chr1	FCRL6	159808960	159809245	1134	286	13471	2371	12337	2085	3.965034965034965	5.917026378896883
chr1	KLHDC9	161098360	161099062	2244	703	5338	1599	3094	896	3.1920341394025606	3.453125
chr1	PPOX	161170906	161171218	332	313	13139	4416	12807	4103	1.060702875399361	3.1213746039483303
chr1	PPOX	161170906	161171181	332	276	13139	4416	12807	4140	1.2028985507246377	3.0934782608695652
chr1	NDUFS2	161213863	161214381	357	519	22843	7304	22486	6785	0.6878612716763006	3.314075165806927
chr1	NDUFS2	161212591	161213182	0	592	22843	7304	22843	6712	0.0	3.4033075089392133
chr1	NDUFS2	161213863	161214299	357	437	22843	7304	22486	6867	0.816933638443936	3.27450123780399
chr1	NDUFS2	161213863	161214395	357	533	22843	7304	22486	6771	0.6697936210131332	3.3209274848619112
chr1	FCGR2C	161589561	161589819	51	259	94	3594	43	3335	0.1969111969111969	0.012893553223388306
chr1	LINC00626	168786753	168787228	0	476	0	1537	0	1061	0.0	0.0
chr1	FMO1	171281977	171283216	0	1240	1326	2776	1326	1536	0.0	0.86328125
chr1	FMO4	171341412	171342084	0	673	714	2552	714	1879	0.0	0.37998935604044703
chr1	CEP350	180110996	180113380	0	2385	3782	14304	3782	11919	0.0	0.31730849903515396
chr1	DHX9	182883138	182883368	0	231	24971	5929	24971	5698	0.0	4.382414882414882
chr1	IGFN1	201206082	201213621	421068	7540	566674	12141	145606	4601	55.84456233421751	31.64659856552923
chr1	ZC3H11A	203801574	203803016	6682	1443	13902	8033	7220	6590	4.63063063063063	1.0955993930197268
chr1	ZC3H11A	203796450	203803016	55336	6567	13902	8033	-41434	1466	8.426374295721029	-28.26330150068213
chr1	ERLNC1	204141407	204142260	0	854	0	1534	0	680	0.0	0.0
chr1	CNTN2	205058180	205058663	306	484	172972	14396	172666	13912	0.6322314049586777	12.41129959746981
chr1	CNTN2	205073655	205074944	18540	1290	172972	14396	154432	13106	14.372093023255815	11.783305356325346
chr1	CDK18	205523146	205523625	0	480	57	5600	57	5120	0.0	0.0111328125
chr1	MIR205HG	209428819	209429408	0	590	0	2601	0	2011	0.0	0.0
chr1	MIR205HG	209428822	209429408	0	587	0	2601	0	2014	0.0	0.0
chr1	ATF3	212615017	212615261	0	245	238746	3955	238746	3710	0.0	64.35202156334232
chr1	ATF3	212615021	212615261	0	241	238746	3955	238746	3714	0.0	64.2827140549273
chr1	ATF3	212619045	212619555	276532	511	238746	3955	-37786	3444	541.1585127201565	-10.971544715447154
chr1	VASH2	212951338	212951818	1107	481	73964	8706	72857	8225	2.3014553014553014	8.857993920972644
chr1	PSEN2	226897719	226899555	154	1837	4542	12917	4388	11080	0.08383233532934131	0.396028880866426
chr1	AL118511.1	230874541	230875565	0	1025	8	1948	8	923	0.0	0.00866738894907909
chr1	TBCE	235435744	235436608	51	865	11570	8049	11519	7184	0.058959537572254334	1.603424276169265
chr1	TBCE	235436385	235436608	51	224	11570	8049	11519	7825	0.22767857142857142	1.4720766773162939
chr1	FMN2	240334108	240334229	0	122	0	9266	0	9144	0.0	0.0
chr1	LINC01341	246790445	246792385	2734	1941	4644	4672	1910	2731	1.4085522926326637	0.6993775173928963
chr1	AL732372.2	498398	498976	0	579	0	6130	0	5551	0.0	0.0
chr1	AL669831.3	764722	765247	0	526	3045	5509	3045	4983	0.0	0.6110776640577965
chr1	C1ORF159	1083914	1084383	0	470	1497	4115	1497	3645	0.0	0.41069958847736626
chr1	C1ORF159	1090352	1091374	153	1023	1497	4115	1344	3092	0.1495601173020528	0.4346701164294955
chr1	CCNL2	1390229	1390371	0	143	59013	6208	59013	6065	0.0	9.730090684253916
chr1	CCNL2	1390765	1391575	24612	811	59013	6208	34401	5397	30.347718865598026	6.374096720400222
chr1	CDK11A	1722587	1722831	0	245	168180	4549	168180	4304	0.0	39.075278810408925
chr1	TMEM52	1918892	1919088	0	197	51	1347	51	1150	0.0	0.04434782608695652
chr1	TMEM52	1919044	1919269	51	226	51	1347	0	1121	0.22566371681415928	0.0
chr1	PRDM16-DT	3059616	3060283	0	668	0	4427	0	3759	0.0	0.0
chr1	PRDM16-DT	3060500	3061331	0	832	0	4427	0	3595	0.0	0.0
chr1	LINC01345	3947956	3949024	0	1069	0	1907	0	838	0.0	0.0
chr1	TNFRSF25	6462862	6463127	0	266	101	3596	101	3330	0.0	0.03033033033033033
chr1	TNFRSF25	6462862	6463147	0	286	101	3596	101	3310	0.0	0.030513595166163143
chr1	PLEKHG5	6467824	6468586	51	763	266	6625	215	5862	0.06684141546526867	0.03667690208120095
chr1	KLHL21	6590723	6595557	276486	4835	300720	6486	24234	1651	57.18428128231644	14.678376741368867
chr1	MAD2L2	11680352	11680613	0	262	0	2907	0	2645	0.0	0.0
chr1	MTHFR	11802880	11804532	11734	1653	160765	6734	149031	5081	7.098608590441621	29.331037197402086
chr1	MTHFR	11802880	11803526	6675	647	160765	6734	154090	6087	10.316846986089644	25.314604895679317
chr1	CROCCP3	16476929	16478437	55405	1509	88415	5234	33010	3725	36.71636845593108	8.861744966442952
chr1	CROCCP3	16491009	16491316	2264	308	88415	5234	86151	4926	7.35064935064935	17.489037758830694
chr1	MST1L	16758802	16759168	0	367	15609	5187	15609	4820	0.0	3.2383817427385893
chr1	ALDH4A1	18871429	18872957	0	1529	0	3649	0	2120	0.0	0.0
chr1	AKR7L	19270747	19270935	0	189	0	2775	0	2586	0.0	0.0
chr1	RAP1GAP	21599493	21599617	0	125	5043	5400	5043	5275	0.0	0.9560189573459715
chr1	LACTBL1	22958684	22958920	0	237	0	1647	0	1410	0.0	0.0
chr1	RSRP1	25242248	25242705	0	458	462	5486	462	5028	0.0	0.09188544152744631
chr1	RSRP1	25243549	25245301	0	1753	462	5486	462	3733	0.0	0.12376105009375837
chr1	RSRP1	25242254	25242705	0	452	462	5486	462	5034	0.0	0.09177592371871275
chr1	AL391650.1	26171616	26171821	0	206	408	1644	408	1438	0.0	0.28372739916550765
chr1	KDF1	26951341	26952412	68	1072	68	1859	0	787	0.06343283582089553	0.0
chr1	CD164L2	27379175	27380195	51	1021	306	1994	255	973	0.04995102840352596	0.2620760534429599
chr1	SNHG12	28579532	28580646	236	1115	1224	3699	988	2584	0.2116591928251121	0.38235294117647056
chr1	SNHG12	28579532	28579981	185	450	1224	3699	1039	3249	0.4111111111111111	0.3197907048322561
chr1	SNHG12	28580559	28581871	918	1313	1224	3699	306	2386	0.6991622239146992	0.12824811399832356
chr1	SNHG12	28580559	28581229	51	671	1224	3699	1173	3028	0.07600596125186289	0.38738441215323643
chr1	MECR	29195940	29196258	0	319	0	4032	0	3713	0.0	0.0
chr1	SDC3	30876551	30878740	0	2190	51	7073	51	4883	0.0	0.010444398935080893
chr1	TMEM234	32215135	32215795	428	661	8945	3451	8517	2790	0.6475037821482602	3.052688172043011
chr1	TMEM234	32216199	32216947	0	749	8945	3451	8945	2702	0.0	3.3105107327905254
chr1	YARS1	32786361	32787075	2588	715	122331	8638	119743	7923	3.6195804195804198	15.11334090622239
chr1	AK2	33007985	33013402	4083	5418	7983	7812	3900	2394	0.7535991140642303	1.6290726817042607
chr1	AK2	33012073	33013402	409	1330	7983	7812	7574	6482	0.3075187969924812	1.1684665226781858
chr1	STK40	36339623	36343448	51	3826	47653	5632	47602	1806	0.013329848405645583	26.357696566998893
chr1	CSF3R	36466042	36466827	57	786	8426	8399	8369	7613	0.07251908396946564	1.0993038224090372
chr1	PPIEL	39547578	39548951	0	1374	16407	3504	16407	2130	0.0	7.70281690140845
chr1	PABPC4	39575758	39576790	0	1033	3670	8427	3670	7394	0.0	0.4963483905869624
chr1	CLDN19	42733092	42736030	2958	2939	2958	3606	0	667	1.0064647839401157	0.0
chr1	P3H1	42746374	42747412	0	1039	648	4271	648	3232	0.0	0.2004950495049505
chr1	MED8	43383916	43385106	0	1191	1071	2710	1071	1519	0.0	0.7050691244239631
chr1	SLC6A9	44000766	44001055	1377	290	104428	5268	103051	4978	4.748275862068965	20.701285656890317
chr1	TCTEX1D4	44806783	44807351	1275	569	3003	1357	1728	788	2.240773286467487	2.1928934010152283
chr1	MUTYH	45331660	45332086	0	427	35062	5148	35062	4721	0.0	7.426816352467697
chr1	POMGNT1	46188682	46189357	0	676	13905	5476	13905	4800	0.0	2.896875
chr1	LRRC41	46278400	46279084	1320	685	6706	7322	5386	6637	1.927007299270073	0.8115112249510321
chr1	LRRC41	46279181	46279614	306	434	6706	7322	6400	6888	0.7050691244239631	0.9291521486643438
chr1	STIL	47299904	47300152	0	249	379	6600	379	6351	0.0	0.059675641631239174
chr1	CALR4P	51567173	51567843	0	671	0	2713	0	2042	0.0	0.0
chr1	TXNDC12	52020130	52021012	0	883	202	2873	202	1990	0.0	0.10150753768844221
chr1	LRP8	53245544	53247056	6832	1513	88986	13559	82154	12046	4.515532055518837	6.82002324423045
chr1	LRP8	53245546	53247056	6708	1511	88986	13559	82278	12048	4.439444076770351	6.8291832669322705
chr1	MYSM1	58661405	58663522	0	2118	0	13140	0	11022	0.0	0.0
chr1	HSD52	59132472	59133330	12535	859	16576	6497	4041	5638	14.59254947613504	0.7167435260730756
chr1	LINC01748	60595537	60596373	0	837	51	15481	51	14644	0.0	0.0034826550122917235
chr1	NFIA-AS2	60952510	60954370	0	1861	0	5402	0	3541	0.0	0.0
chr1	LINC00466	63261741	63262700	51	960	2475	6950	2424	5990	0.053125	0.4046744574290484
chr1	LINC01359	64979576	64979868	0	293	0	5118	0	4825	0.0	0.0
chr1	DEPDC1	68489451	68489608	0	158	102	5916	102	5758	0.0	0.017714484195901353
chr1	ADGRL4	78889763	78891216	0	1454	16274	5737	16274	4283	0.0	3.7996731263133317
chr1	ZNHIT6	85707628	85708433	204	806	663	6213	459	5407	0.2531017369727047	0.08488995746254854
chr1	COL24A1	86156340	86156772	51	433	168909	9632	168858	9199	0.11778290993071594	18.356125665833243
chr1	SELENOF	86880661	86880725	0	65	0	2208	0	2143	0.0	0.0
chr1	GBP2	89106131	89108291	0	2161	5260	7237	5260	5076	0.0	1.0362490149724193
chr1	LINC02609	90835825	90836174	0	350	0	14100	0	13750	0.0	0.0
chr1	CCDC18-AS1	93337376	93339274	102	1899	36241	4958	36139	3059	0.053712480252764615	11.813991500490356
chr1	SLC44A3-AS1	94622718	94624609	408	1892	8896	10264	8488	8372	0.2156448202959831	1.0138557095078835
chr1	COL11A1	103001259	103001969	0	711	51	8948	51	8237	0.0	0.0061915746024037875
chr1	LINC01677	105952503	105953712	0	1210	0	3134	0	1924	0.0	0.0
chr1	CLCC1	108962308	108963453	3356	1146	3798	6514	442	5368	2.9284467713787086	0.0823397913561848
chr1	PSRC1	109280776	109281251	0	476	816	2373	816	1897	0.0	0.430152872957301
chr1	PSRC1	109282679	109283122	0	444	816	2373	816	1929	0.0	0.4230171073094868
chr1	KCNA2	110593579	110602170	458583	8592	582650	18742	124067	10150	53.373254189944134	12.223349753694581
chr1	KCNA2	110593579	110604106	513224	10528	582650	18742	69426	8214	48.7484802431611	8.452154857560263
chr1	PPM1J	112712743	112713031	0	289	0	2461	0	2172	0.0	0.0
chr1	TRIM45	117111059	117112453	0	1395	12397	4375	12397	2980	0.0	4.16006711409396
chr1	PIAS3	145856588	145857006	0	419	0	4092	0	3673	0.0	0.0
chr1	FMO5	147224894	147225339	0	446	0	5996	0	5550	0.0	0.0
chr1	AC239809.3	148226493	148226798	0	306	49367	14907	49367	14601	0.0	3.3810697897404287
chr1	NBPF14	148595542	148595752	27130	211	273751	12061	246621	11850	128.5781990521327	20.811898734177216
chr1	NBPF14	148595542	148595890	73819	349	273751	12061	199932	11712	211.5157593123209	17.070696721311474
chr1	NBPF9	149081964	149082311	0	348	459	8033	459	7685	0.0	0.059726740403383216
chr1	TDRKH	151774412	151774504	0	93	153	4678	153	4585	0.0	0.03336968375136314
chr1	TDRKH	151773493	151774504	0	1012	153	4678	153	3666	0.0	0.041734860883797055
chr1	AL162258.1	153632033	153632240	10172	208	74825	1002	64653	794	48.90384615384615	81.42695214105794
chr1	JTB	153976692	153977013	0	322	1530	1486	1530	1164	0.0	1.3144329896907216
chr1	SHE	154479480	154486062	102	6583	306	7140	204	557	0.015494455415464074	0.36624775583482944
chr1	ADAR	154601040	154602626	4641	1587	24172	9646	19531	8059	2.9243856332703215	2.4235016751457996
chr1	GBAP1	155215562	155215787	0	226	327187	3205	327187	2979	0.0	109.83115139308492
chr1	GBAP1	155216383	155217029	19468	647	327187	3205	307719	2558	30.089644513137557	120.29671618451916
chr1	GBAP1	155217239	155218049	284282	811	327187	3205	42905	2394	350.53267570900124	17.921888053467
chr1	GON4L	155764999	155766709	0	1711	76777	11036	76777	9325	0.0	8.233458445040215
chr1	KHDC4	155913044	155915964	7915	2921	495429	5660	487514	2739	2.7096884628551865	177.98977729098212
chr1	ARHGEF2	155950828	155951272	11710	445	574674	8670	562964	8225	26.314606741573034	68.44547112462006
chr1	PAQR6	156245781	156246250	0	470	10381	2498	10381	2028	0.0	5.118836291913215
chr1	IQGAP3	156525404	156526599	53184	1196	591221	6779	538037	5583	44.468227424749166	96.37058928891277
chr1	HDGF	156742109	156743455	1020	1347	23353	3683	22333	2336	0.7572383073496659	9.560359589041095
chr1	FCRL3	157676480	157678856	0	2377	4554	5345	4554	2968	0.0	1.534366576819407
chr1	LINC01704	158132039	158132656	0	618	10492	2018	10492	1400	0.0	7.494285714285715
chr1	LINC01704	158132045	158133193	0	1149	10492	2018	10492	869	0.0	12.073647871116226
chr1	AIM2	159065909	159066329	0	421	0	1885	0	1464	0.0	0.0
chr1	SNHG28	159837916	159840866	0	2951	41503	3025	41503	74	0.0	560.8513513513514
chr1	SNHG28	159838364	159840866	0	2503	41503	3025	41503	522	0.0	79.50766283524904
chr1	SNHG28	159834501	159840866	71853	6366	41503	3025	-30350	-3341	11.286993402450518	9.084106554923675
chr1	SNHG28	159834522	159836155	35193	1634	41503	3025	6310	1391	21.53794369645043	4.536304816678649
chr1	SNHG28	159834526	159836155	35159	1630	41503	3025	6344	1395	21.56993865030675	4.547670250896057
chr1	SNHG28	159837916	159841235	0	3320	41503	3025	41503	-295	0.0	-140.68813559322035
chr1	SNHG28	159837916	159840881	0	2966	41503	3025	41503	59	0.0	703.4406779661017
chr1	TSTD1	161037630	161038075	0	446	0	1199	0	753	0.0	0.0
chr1	DEDD	161124137	161124526	459	390	106125	2740	105666	2350	1.176923076923077	44.96425531914893
chr1	NR1I3	161230812	161231245	0	434	0	2001	0	1567	0.0	0.0
chr1	MPZ	161304734	161305977	929	1244	1235	2155	306	911	0.7467845659163987	0.3358946212952799
chr1	CD247	167430639	167431746	51	1108	102	2720	51	1612	0.046028880866425995	0.03163771712158809
chr1	GAS5	173864483	173864704	0	222	12849	4337	12849	4115	0.0	3.122478736330498
chr1	GAS5	173863900	173864304	0	405	12849	4337	12849	3932	0.0	3.267802644964395
chr1	GAS5	173864256	173864704	0	449	12849	4337	12849	3888	0.0	3.304783950617284
chr1	GAS5	173864256	173865282	807	1027	12849	4337	12042	3310	0.7857838364167478	3.6380664652567978
chr1	GAS5	173866527	173866796	2754	270	12849	4337	10095	4067	10.2	2.4821735923284978
chr1	GAS5	173865228	173865547	985	320	12849	4337	11864	4017	3.078125	2.95344784665173
chr1	GAS5	173864256	173864506	0	251	12849	4337	12849	4086	0.0	3.144640234948605
chr1	GAS5	173865856	173866206	954	351	12849	4337	11895	3986	2.717948717948718	2.984194681384847
chr1	CRYZL2P-SEC16B	177958839	177960939	0	2101	270	6507	270	4406	0.0	0.061280072628234226
chr1	ABL2	179107717	179109441	4488	1725	15063	11979	10575	10254	2.6017391304347828	1.0313048566413108
chr1	LINC01344	182127296	182127927	0	632	0	6690	0	6058	0.0	0.0
chr1	MIR181A1HG	198897809	198900569	0	2761	0	5396	0	2635	0.0	0.0
chr1	TNNT2	201372026	201372155	0	130	0	5980	0	5850	0.0	0.0
chr1	LMOD1	201899236	201900751	510	1516	663	3970	153	2454	0.33641160949868076	0.06234718826405868
chr1	LINC00303	204036968	204037588	2076	621	2331	1992	255	1371	3.342995169082126	0.18599562363238512
chr1	PIK3C2B	204445955	204446144	0	190	18343	9450	18343	9260	0.0	1.9808855291576675
chr1	KLHDC8A	205343228	205343793	0	566	0	3675	0	3109	0.0	0.0
chr1	SLC26A9	205913053	205915404	0	2352	0	5649	0	3297	0.0	0.0
chr1	RAB7B	205976740	205978928	0	2189	0	3692	0	1503	0.0	0.0
chr1	PROX1-AS1	213915934	213916099	0	166	0	9778	0	9612	0.0	0.0
chr1	LINC02817	221332155	221333985	0	1831	0	2451	0	620	0.0	0.0
