chrom	geneName	splicedExonStart	splicedExonEnd	splicedExonReadCount(rc)	splicedExonLength(sl)	othersExonsReadCount(RC)	othersExonsLength(L)	RC - rc	L - sl	splicedExonAverageReadCoverage(n)	otherExonsAverageReadCoverage(N)
chr1	D2HGDH	93826284	93826300	6509	17	138238	5125	131729	5108	382.88235294117646	25.78876272513704
chr1	EDEM3	151805846	151805848	0	3	19614	9892	19614	9889	0.0	1.9834159166750935
chr1	SLCO6D1	98423088	98423216	0	129	8216	3183	8216	3054	0.0	2.690242305173543
chr1	CENPL	161078228	161078327	0	100	16929	4981	16929	4881	0.0	3.4683466502765827
chr1	1700003I22RIK	56019797	56019854	0	58	0	484	0	426	0.0	0.0
chr1	INPP4A	37374271	37374273	0	3	0	7664	0	7661	0.0	0.0
chr1	FCER1A	173225515	173225557	0	43	0	1031	0	988	0.0	0.0
chr1	POU2F1	165875977	165876048	14	72	174512	3929	174498	3857	0.19444444444444445	45.24189784806845
chr1	STAT1	52147882	52147899	0	18	42	6023	42	6005	0.0	0.0069941715237302245
chr1	ABI2	60450070	60450168	0	99	0	5985	0	5886	0.0	0.0
chr1	TMEM70	16667664	16667666	0	3	1127	1735	1127	1732	0.0	0.6506928406466512
chr1	MFF	82735415	82735417	0	3	0	1905	0	1902	0.0	0.0
chr1	ANKMY1	92871746	92871748	0	3	116	3264	116	3261	0.0	0.03557191045691506
chr1	CCL20	83117795	83117797	0	3	0	1424	0	1421	0.0	0.0
chr1	FCRLA	170922405	170922407	0	3	0	1732	0	1729	0.0	0.0
chr1	FN1	71597388	71597672	0	285	1782	10536	1782	10251	0.0	0.17383669885864794
chr1	FN1	71597388	71597747	0	360	1782	10536	1782	10176	0.0	0.17511792452830188
chr1	FN1	71597673	71597747	0	75	1782	10536	1782	10461	0.0	0.17034700315457413
chr1	CHPF	75477541	75477818	0	278	0	3574	0	3296	0.0	0.0
chr1	KDM5B	134593328	134593336	0	9	0	7725	0	7716	0.0	0.0
chr1	NVL	181139302	181139306	0	5	716	10569	716	10564	0.0	0.06777735706171904
chr1	CD247	165858442	165858444	0	3	69956	4614	69956	4611	0.0	15.171546302320538
chr1	ADORA1	134234413	134234446	0	34	0	5606	0	5572	0.0	0.0
chr1	PPP1R42	9995263	9995277	0	15	6645	1534	6645	1519	0.0	4.374588545095458
chr1	ALS2	59178697	59178699	0	3	1867	7059	1867	7056	0.0	0.26459750566893425
chr1	PSEN2	180229485	180229487	0	3	21292	3302	21292	3299	0.0	6.45407699302819
chr1	PTP4A1	30946637	30946639	0	3	0	4135	0	4132	0.0	0.0
chr1	GIGYF2	87406983	87407000	0	18	2892	10577	2892	10559	0.0	0.27388957287621934
chr1	GIGYF2	87407534	87407536	0	3	2892	10577	2892	10574	0.0	0.2735010402874976
chr1	DHX9	153469737	153469741	0	5	92	5319	92	5314	0.0	0.017312758750470454
chr1	DHX9	153478979	153478981	0	3	92	5319	92	5316	0.0	0.01730624529721595
chr1	CRYGC	65071872	65071874	0	3	0	632	0	629	0.0	0.0
chr1	TATDN3	191046321	191046336	0	16	0	1264	0	1248	0.0	0.0
chr1	TATDN3	191049360	191049362	0	3	0	1264	0	1261	0.0	0.0
chr1	METTL11B	163704164	163704252	0	89	0	1116	0	1027	0.0	0.0
chr1	FMO6	162926251	162926321	0	71	0	1966	0	1895	0.0	0.0
chr1	ILKAP	91388447	91388464	0	18	18238	3245	18238	3227	0.0	5.651688875116207
chr1	FAM135A	24026769	24026823	7	55	41734	7998	41727	7943	0.12727272727272726	5.253304796676319
chr1	ELF3	135257227	135257286	0	60	0	2009	0	1949	0.0	0.0
chr1	GM4788	139739640	139739642	0	3	0	2902	0	2899	0.0	0.0
chr1	SLCO6C1	97119943	97119993	0	51	53	2447	53	2396	0.0	0.022120200333889815
chr1	FARSB	78480014	78480111	153	98	24919	2557	24766	2459	1.5612244897959184	10.07157381049207
chr1	CCDC190	169932991	169932993	0	3	0	1447	0	1444	0.0	0.0
chr1	INO80D	63093441	63093531	0	91	14762	13541	14762	13450	0.0	1.097546468401487
chr1	MFSD4A	132040563	132040660	0	98	0	6603	0	6505	0.0	0.0
chr1	SERPINB8	107597454	107597458	0	5	1769	3296	1769	3291	0.0	0.5375265876633242
chr1	LEMD1	132255354	132255419	0	66	0	7080	0	7014	0.0	0.0
chr1	SOX13	133388561	133388563	0	3	0	3589	0	3586	0.0	0.0
chr1	LY96	16700794	16700847	39	54	51	608	12	554	0.7222222222222222	0.021660649819494584
chr1	KLHL12	134458427	134458464	0	38	0	5903	0	5865	0.0	0.0
chr1	KLHL12	134488934	134489014	0	81	0	5903	0	5822	0.0	0.0
chr1	SNTG1	8677978	8677980	0	3	78854	7814	78854	7811	0.0	10.095250288055306
chr1	RNASEL	153751858	153751982	6217	125	22839	6648	16622	6523	49.736	2.5482140119576884
chr1	RNASEL	153753606	153753633	0	28	22839	6648	22839	6620	0.0	3.45
chr1	INPP5D	87667888	87667890	63	3	2043	5011	1980	5008	21.0	0.3953674121405751
chr1	INPP5D	87715260	87715275	0	16	2043	5011	2043	4995	0.0	0.409009009009009
chr1	ANKZF1	75195568	75195598	126	31	25047	2929	24921	2898	4.064516129032258	8.599378881987578
chr1	TMEM194B	52643121	52643166	0	46	224	5493	224	5447	0.0	0.04112355425004589
chr1	MTERF4	93301585	93301795	259823	211	416954	2444	157131	2233	1231.3886255924172	70.36766681594268
chr1	RNF25	74595299	74595301	0	3	121	1489	121	1486	0.0	0.08142664872139974
chr1	TDRD5	156300737	156300790	0	54	89781	3491	89781	3437	0.0	26.12190864125691
chr1	PLEKHA6	133269999	133270058	0	60	0	7484	0	7424	0.0	0.0
chr1	VWA3B	37035636	37035706	0	71	0	1877	0	1806	0.0	0.0
chr1	INSIG2	121307307	121307318	0	12	561	2973	561	2961	0.0	0.1894630192502533
chr1	OPRK1	5589004	5589033	0	30	0	6783	0	6753	0.0	0.0
chr1	IL24	130883964	130883992	0	29	0	1348	0	1319	0.0	0.0
chr1	TOR1AIP1	156018260	156018530	27043	271	725820	4778	698777	4507	99.78966789667896	155.04260039937876
chr1	IGSF9	172496150	172496178	0	29	0	4544	0	4515	0.0	0.0
chr1	REV1	38074444	38075023	0	580	44669	4872	44669	4292	0.0	10.407502329916124
chr1	TEX30	44099936	44100001	72	66	377416	1642	377344	1576	1.0909090909090908	239.43147208121826
chr1	DAW1	83180344	83180363	0	20	34	1681	34	1661	0.0	0.020469596628537028
chr1	DAW1	83180344	83180366	0	23	34	1681	34	1658	0.0	0.020506634499396863
chr1	DAW1	83180364	83180366	0	3	34	1681	34	1678	0.0	0.02026221692491061
chr1	TMEM131	36794196	36794198	252	3	89307	6589	89055	6586	84.0	13.521864561190403
chr1	FCGR3	171057946	171057948	0	3	0	1462	0	1459	0.0	0.0
chr1	PFKFB2	130702420	130702438	0	19	0	10901	0	10882	0.0	0.0
chr1	TYW5	57390744	57390758	0	15	0	1827	0	1812	0.0	0.0
chr1	SLC4A3	75552138	75552151	0	14	0	4916	0	4902	0.0	0.0
chr1	HECW2	53933218	53933288	0	71	846	12573	846	12502	0.0	0.06766917293233082
chr1	GLI2	118854609	118854657	0	49	0	6834	0	6785	0.0	0.0
chr1	ANO7	93402949	93403068	0	120	51	4043	51	3923	0.0	0.01300025490695896
chr1	KMO	175650564	175650601	0	38	0	3126	0	3088	0.0	0.0
chr1	ZFAND2B	75168830	75168832	0	3	90251	1309	90251	1306	0.0	69.10490045941808
chr1	CFH	140088841	140088888	0	48	0	6874	0	6826	0.0	0.0
chr1	ICA1L	60028237	60028246	0	10	3826	4301	3826	4291	0.0	0.8916336518294103
chr1	AQP12	93008560	93008562	0	3	123	1091	123	1088	0.0	0.1130514705882353
chr1	MARK1	184905655	184905657	0	3	55	4586	55	4583	0.0	0.012000872790748417
chr1	AFF3	38252679	38252681	0	3	12115	7892	12115	7889	0.0	1.5356825960197744
chr1	PKP1	135873646	135873649	0	4	0	4684	0	4680	0.0	0.0
chr1	LPGAT1	191719353	191719356	0	4	0	7257	0	7253	0.0	0.0
chr1	MDM4	133004693	133004721	0	29	0	7367	0	7338	0.0	0.0
chr1	MDM4	133012712	133012714	0	3	0	7367	0	7364	0.0	0.0
chr1	KCNJ9	172328099	172328128	0	30	0	3705	0	3675	0.0	0.0
chr1	CARF	60109221	60109325	0	105	2108	5807	2108	5702	0.0	0.369694843914416
chr1	CARF	60124850	60124853	0	4	2108	5807	2108	5803	0.0	0.36326038256074444
chr1	CARF	60146108	60146113	0	6	2108	5807	2108	5801	0.0	0.3633856231684192
chr1	ZFP281	136625267	136625270	0	4	0	5259	0	5255	0.0	0.0
chr1	DUSP12	170881029	170881041	0	13	0	1466	0	1453	0.0	0.0
chr1	NR1I3	171217313	171217315	0	3	1377	1771	1377	1768	0.0	0.7788461538461539
chr1	IGFN1	135956788	135956893	0	106	0	9023	0	8917	0.0	0.0
chr1	IFI202B	173977435	173977437	0	3	1428	1936	1428	1933	0.0	0.7387480600103467
chr1	CD34	194959779	194959934	0	156	0	2629	0	2473	0.0	0.0
chr1	PAM	97826038	97826040	0	3	285	5312	285	5309	0.0	0.05368242606893954
chr1	B4GALT3	171271706	171271908	0	203	0	2121	0	1918	0.0	0.0
chr1	UCHL5	143799920	143799922	0	3	0	1862	0	1859	0.0	0.0
chr1	METTL13	162538995	162538999	0	5	109776	5910	109776	5905	0.0	18.59034716342083
chr1	FCAMR	130803050	130803217	0	168	0	1918	0	1750	0.0	0.0
chr1	ANKAR	72679545	72679547	0	3	17	4597	17	4594	0.0	0.0037004788855028296
chr1	UAP1	170148044	170148046	0	3	42	3736	42	3733	0.0	0.011251004553978034
chr1	FEV	74884482	74884513	0	32	0	1514	0	1482	0.0	0.0
chr1	STK16	75213112	75213131	0	20	17328	2913	17328	2893	0.0	5.989630141721396
chr1	ADCY10	165539781	165539838	0	58	190	6419	190	6361	0.0	0.02986951737148247
chr1	RALGPS2	156907719	156907778	135	60	177	9780	42	9720	2.25	0.004320987654320987
chr1	RAB29	131869932	131869948	0	17	0	1197	0	1180	0.0	0.0
chr1	PIGC	161970226	161970238	0	13	204	3079	204	3066	0.0	0.06653620352250489
chr1	MNDA	173906323	173906328	12	6	19545	2193	19533	2187	2.0	8.931412894375857
chr1	SGK3	9885988	9886045	0	58	16337	6072	16337	6014	0.0	2.716494845360825
chr1	TPP2	43972529	43972554	0	26	1967	5160	1967	5134	0.0	0.3831320607713284
chr1	CYB5R1	134407816	134408402	0	587	0	2793	0	2206	0.0	0.0
chr1	ZFP142	74579407	74579618	0	212	3009	9659	3009	9447	0.0	0.3185138139091775
chr1	ZFP142	74579407	74579927	0	521	3009	9659	3009	9138	0.0	0.32928430728824687
chr1	ZFP142	74579619	74579927	0	309	3009	9659	3009	9350	0.0	0.32181818181818184
chr1	PRSS40	34559906	34559934	29	29	40	2107	11	2078	1.0	0.0052935514918190565
chr1	ZDBF2	63290646	63290678	0	33	25472	13138	25472	13105	0.0	1.9436856161770317
chr1	CCDC93	121462232	121462234	0	3	0	8350	0	8347	0.0	0.0
chr1	KISS1	133327134	133327208	0	75	0	1087	0	1012	0.0	0.0
chr1	DOCK10	80648330	80648332	0	3	0	10002	0	9999	0.0	0.0
chr1	SPATA17	187135565	187135634	0	70	0	1915	0	1845	0.0	0.0
chr1	UBE2F	91254214	91254258	0	45	204	1776	204	1731	0.0	0.11785095320623917
chr1	UBE2F	91254214	91254261	0	48	204	1776	204	1728	0.0	0.11805555555555555
chr1	UBE2F	91254259	91254261	0	3	204	1776	204	1773	0.0	0.11505922165820642
chr1	ZBTB37	161032762	161032764	0	3	85085	4821	85085	4818	0.0	17.659817351598175
chr1	BROX	183282556	183282571	0	16	3213	3546	3213	3530	0.0	0.9101983002832861
chr1	IVNS1ABP	151355166	151356127	0	962	255	5052	255	4090	0.0	0.06234718826405868
chr1	ASB1	91544150	91544154	0	5	204	6418	204	6413	0.0	0.031810385155153595
chr1	KIF14	136478358	136478368	0	11	0	8367	0	8356	0.0	0.0
chr1	MAP4K4	40000530	40000622	405	93	50023	6100	49618	6007	4.354838709677419	8.260029965040786
chr1	ATP1A2	172275977	172276009	0	33	245	6441	245	6408	0.0	0.038233458177278405
chr1	GM15850	136127784	136127786	0	3	0	512	0	509	0.0	0.0
chr1	MRPL15	4774517	4776801	0	2285	0	4206	0	1921	0.0	0.0
chr1	ABL2	156640992	156640994	0	3	0	10726	0	10723	0.0	0.0
chr1	UXS1	43790551	43790644	0	94	4817	1278	4817	1184	0.0	4.068412162162162
chr1	3110045C21RIK	169970449	169970468	0	20	0	1138	0	1118	0.0	0.0
chr1	ATG9A	75186939	75187186	3744	248	35181	5150	31437	4902	15.096774193548388	6.4130966952264385
chr1	ATG9A	75190878	75190880	0	3	35181	5150	35181	5147	0.0	6.835243831358072
chr1	MGAT5	127306633	127306635	0	3	0	5037	0	5034	0.0	0.0
chr1	ARMC9	86213049	86213051	3	3	18621	10618	18618	10615	1.0	1.7539331135186058
chr1	ARMC9	86262038	86262040	0	3	18621	10618	18621	10615	0.0	1.7542157324540744
chr1	A630001G21RIK	85723182	85723387	22439	206	235684	2148	213245	1942	108.92718446601941	109.80690010298662
chr1	A630001G21RIK	85726503	85726615	0	113	235684	2148	235684	2035	0.0	115.81523341523342
chr1	ERCC5	44156936	44156942	77	7	36599	3837	36522	3830	11.0	9.535770234986945
chr1	DUSP27	166127200	166127203	0	4	0	4031	0	4027	0.0	0.0
chr1	AGFG1	82883180	82883242	0	63	0	7905	0	7842	0.0	0.0
chr1	AGFG1	82894475	82894480	0	6	0	7905	0	7899	0.0	0.0
chr1	GMPPA	75436777	75436782	0	6	0	1708	0	1702	0.0	0.0
chr1	FAM168B	34819770	34819790	0	21	0	5088	0	5067	0.0	0.0
chr1	OSGEPL1	53317901	53317905	0	5	27747	2984	27747	2979	0.0	9.314199395770393
chr1	TNNT2	135840860	135840863	0	4	0	1267	0	1263	0.0	0.0
chr1	TNNT2	135843777	135843783	0	7	0	1267	0	1260	0.0	0.0
chr1	TNNT2	135850701	135850709	0	9	0	1267	0	1258	0.0	0.0
chr1	MPP4	59124740	59125200	41104	461	141272	5784	100168	5323	89.16268980477223	18.817959797106894
chr1	SCTR	120063111	120063116	0	6	48	1936	48	1930	0.0	0.024870466321243522
chr1	SLC40A1	45925328	45925408	0	81	408	6553	408	6472	0.0	0.0630407911001236
chr1	CNNM3	36520077	36520079	0	3	89187	5292	89187	5289	0.0	16.862733976176973
chr1	EIF2D	131160409	131160461	0	53	0	5282	0	5229	0.0	0.0
chr1	USF1	171414372	171414435	0	64	0	2207	0	2143	0.0	0.0
chr1	TCEA1	4889456	4889458	0	3	0	2858	0	2855	0.0	0.0
chr1	SOX17	4493467	4493490	0	24	0	4345	0	4321	0.0	0.0
chr1	SOX17	4495199	4495942	0	744	0	4345	0	3601	0.0	0.0
chr1	ORC2	58501885	58501890	0	6	51	3579	51	3573	0.0	0.014273719563392108
chr1	SCYL3	163934631	163934691	0	61	0	5428	0	5367	0.0	0.0
chr1	SCYL3	163941020	163941105	0	86	0	5428	0	5342	0.0	0.0
chr1	SCYL3	163946163	163946201	0	39	0	5428	0	5389	0.0	0.0
chr1	3110079O15RIK	87475022	87475024	0	3	0	465	0	462	0.0	0.0
chr1	UBE2W	16585353	16585431	0	79	2592	4232	2592	4153	0.0	0.6241271370093908
chr1	CHIT1	134138604	134138639	0	36	0	1863	0	1827	0.0	0.0
chr1	NME7	164312852	164312854	0	3	0	3666	0	3663	0.0	0.0
chr1	EYA1	14270828	14270842	0	15	0	4459	0	4444	0.0	0.0
chr1	EYA1	14274208	14274210	0	3	0	4459	0	4456	0.0	0.0
chr1	NUCKS1	131929612	131929614	0	3	0	6103	0	6100	0.0	0.0
chr1	KANSL1L	66773515	66773619	0	105	2177	6683	2177	6578	0.0	0.33095165703861357
chr1	EPB41L5	119600238	119600261	0	24	349	7998	349	7974	0.0	0.04376724354150991
chr1	APOA2	171225283	171225285	0	3	0	941	0	938	0.0	0.0
chr1	APOA2	171225283	171225297	0	15	0	941	0	926	0.0	0.0
chr1	APOA2	171225286	171225297	0	12	0	941	0	929	0.0	0.0
chr1	RUFY4	74127845	74127867	0	23	0	2348	0	2325	0.0	0.0
chr1	PPIP5K2	97740943	97740945	0	3	485	5845	485	5842	0.0	0.08301951386511469
chr1	ZC3H11A	133636054	133636056	0	3	0	5797	0	5794	0.0	0.0
chr1	ZC3H11A	133637457	133637459	0	3	0	5797	0	5794	0.0	0.0
chr1	ARHGEF4	34807023	34807057	0	35	45	8010	45	7975	0.0	0.005642633228840125
chr1	TRMT1L	151448225	151448252	0	28	10032	4729	10032	4701	0.0	2.1340140395660496
chr1	ARID5A	36316208	36316210	0	3	324974	6506	324974	6503	0.0	49.97293556819929
chr1	ARID5A	36317203	36317608	4831	406	324974	6506	320143	6100	11.899014778325123	52.48245901639344
chr1	AAMP	74284042	74284044	0	3	0	1831	0	1828	0.0	0.0
chr1	TUBA4A	75216449	75216593	56	145	1735	2332	1679	2187	0.38620689655172413	0.7677183356195701
chr2	ERGIC3	156016687	156016704	0	18	29	1344	29	1326	0.0	0.021870286576168928
chr2	RABGAP1	37469376	37469514	1614	139	62410	7361	60796	7222	11.611510791366907	8.418166712821932
chr2	GDAP1L1	163445980	163446032	0	53	0	2639	0	2586	0.0	0.0
chr2	XRN2	147028092	147028195	0	104	188	3549	188	3445	0.0	0.054571843251088534
chr2	SGK2	162995686	162995688	0	3	0	3169	0	3166	0.0	0.0
chr2	COPS2	125842712	125842732	0	21	58	3377	58	3356	0.0	0.01728247914183552
chr2	COPS2	125842712	125842759	0	48	58	3377	58	3329	0.0	0.01742264944427756
chr2	COPS2	125842733	125842759	0	27	58	3377	58	3350	0.0	0.017313432835820895
chr2	CTNND1	84602901	84602903	0	3	37995	5932	37995	5929	0.0	6.408331927812447
chr2	PPIP5K1	121350650	121350651	0	2	0	10732	0	10730	0.0	0.0
chr2	RALGDS	28542854	28542889	28	36	14500	4039	14472	4003	0.7777777777777778	3.6152885335998
chr2	RALGDS	28549289	28549462	645	174	14500	4039	13855	3865	3.706896551724138	3.5847347994825354
chr2	ZMYND8	165846165	165846239	0	75	561	9972	561	9897	0.0	0.05668384358896635
chr2	BAHD1	118921595	118921603	0	9	0	4435	0	4426	0.0	0.0
chr2	SLC2A6	27024331	27024335	0	5	7017	2597	7017	2592	0.0	2.707175925925926
chr2	NCOA3	166068328	166068330	0	3	0	7554	0	7551	0.0	0.0
chr2	GPCPD1	132572255	132572257	0	3	1293	5205	1293	5202	0.0	0.248558246828143
chr2	UPF2	6040108	6040110	0	3	0	5196	0	5193	0.0	0.0
chr2	UPF2	6046897	6046899	0	3	0	5196	0	5193	0.0	0.0
chr2	ARL5B	15069819	15069856	0	38	204	3600	204	3562	0.0	0.057271195957327346
chr2	TANK	61626902	61626904	0	3	934	3056	934	3053	0.0	0.30592859482476253
chr2	NUP188	30302000	30302003	0	4	0	5973	0	5969	0.0	0.0
chr2	ROMO1	156144444	156144457	0	14	0	632	0	618	0.0	0.0
chr2	DNLZ	26351475	26351478	0	4	80171	2926	80171	2922	0.0	27.43702943189596
chr2	CACNA1B	24679641	24679643	0	3	204	9916	204	9913	0.0	0.020579037627358014
chr2	RBM12	156103398	156103429	0	32	0	3265	0	3233	0.0	0.0
chr2	SNHG17	158361071	158361196	0	126	0	4203	0	4077	0.0	0.0
chr2	NUP214	32039319	32039321	0	3	122	8234	122	8231	0.0	0.014822014336046654
chr2	GFI1B	28611585	28611683	0	99	2533	1829	2533	1730	0.0	1.4641618497109827
chr2	CERKL	79393186	79393316	0	131	61	2892	61	2761	0.0	0.022093444404201378
chr2	CERKL	79393186	79393325	0	140	61	2892	61	2752	0.0	0.022165697674418606
chr2	CERKL	79393317	79393325	0	9	61	2892	61	2883	0.0	0.02115851543531044
chr2	FAM65C	167989723	167989805	0	83	74	3000	74	2917	0.0	0.025368529310935892
chr2	MTCH2	90852815	90852838	0	24	0	5379	0	5355	0.0	0.0
chr2	MTCH2	90853023	90853049	0	27	0	5379	0	5352	0.0	0.0
chr2	4930402H24RIK	130739099	130739116	0	18	2279	9386	2279	9368	0.0	0.24327497865072586
chr2	GFRA4	131040259	131040325	0	67	0	1558	0	1491	0.0	0.0
chr2	AP5S1	131212825	131213168	0	344	0	1604	0	1260	0.0	0.0
chr2	DPH7	24965556	24965558	0	3	820	3262	820	3259	0.0	0.25161092359619514
chr2	THBS1	118114650	118114652	0	3	0	5870	0	5867	0.0	0.0
chr2	DNM1	32309065	32309637	0	573	452	4586	452	4013	0.0	0.11263393969598803
chr2	DNM1	32309065	32310487	0	1423	452	4586	452	3163	0.0	0.14290230793550426
chr2	DNM1	32309638	32310487	0	850	452	4586	452	3736	0.0	0.12098501070663811
chr2	DNM1	32320618	32320624	0	7	452	4586	452	4579	0.0	0.09871150906311421
chr2	PCMTD2	181851581	181851584	0	4	3158	3579	3158	3575	0.0	0.8833566433566433
chr2	ABI1	22953609	22953611	0	3	0	3516	0	3513	0.0	0.0
chr2	IL15RA	11723412	11723510	0	99	874	2566	874	2467	0.0	0.35427644912849615
chr2	TM9SF4	153187262	153187305	0	44	19035	4747	19035	4703	0.0	4.047416542632362
chr2	RPRD1B	158047915	158047917	0	3	0	5293	0	5290	0.0	0.0
chr2	NDOR1	25254893	25254941	0	49	51	4657	51	4608	0.0	0.011067708333333334
chr2	NSMF	25061492	25061500	3	9	51560	3688	51557	3679	0.3333333333333333	14.013862462625713
chr2	OLAH	3365449	3365451	0	3	102	1547	102	1544	0.0	0.06606217616580311
chr2	PLA2G4F	120307361	120307363	0	3	1951	3145	1951	3142	0.0	0.620942075111394
chr2	PLA2G4F	120313117	120313119	0	3	1951	3145	1951	3142	0.0	0.620942075111394
chr2	DAB2IP	35719852	35719917	0	66	51	7529	51	7463	0.0	0.00683371298405467
chr2	DAB2IP	35729110	35730422	0	1313	51	7529	51	6216	0.0	0.008204633204633204
chr2	BAZ2B	59978702	59978707	0	6	102	8450	102	8444	0.0	0.012079583135954523
chr2	NELFCD	174423003	174423050	0	48	51	2342	51	2294	0.0	0.022231909328683522
chr2	TSC1	28672781	28672783	0	3	1226	10068	1226	10065	0.0	0.12180824639841033
chr2	TSC1	28678951	28678965	0	15	1226	10068	1226	10053	0.0	0.12195364567790709
chr2	CSE1L	166929784	166929893	0	110	0	3874	0	3764	0.0	0.0
chr2	BEND7	4763077	4763080	0	4	0	4204	0	4200	0.0	0.0
chr2	BEND7	4796529	4796531	0	3	0	4204	0	4201	0.0	0.0
chr2	DUSP19	80624207	80624324	0	118	51	2009	51	1891	0.0	0.026969857218402962
chr2	FKBP1A	151543905	151544011	0	107	0	2435	0	2328	0.0	0.0
chr2	GABPB1	126646746	126646748	0	3	0	5655	0	5652	0.0	0.0
chr2	GATA5	180327480	180327608	0	129	0	3437	0	3308	0.0	0.0
chr2	SSRP1	85037775	85037792	0	18	12	2974	12	2956	0.0	0.0040595399188092015
chr2	ODF2	29912565	29912567	0	3	51	5917	51	5914	0.0	0.008623605005072709
chr2	SVS3A	164289583	164289585	0	3	0	1204	0	1201	0.0	0.0
chr2	TUBGCP4	121189823	121189825	0	3	51	7418	51	7415	0.0	0.006877950101146325
chr2	NESPAS	174283407	174283424	0	18	102	2271	102	2253	0.0	0.045272969374167776
chr2	TMEM87A	120360092	120360094	0	3	66	7555	66	7552	0.0	0.008739406779661016
chr2	GPAT2	127432971	127432973	0	3	2571	2650	2571	2647	0.0	0.9712882508500189
chr2	PPP4R1L-PS	173589949	173589981	0	33	0	7631	0	7598	0.0	0.0
chr2	PPP4R1L-PS	173589949	173590796	0	848	0	7631	0	6783	0.0	0.0
chr2	PPP4R1L-PS	173589982	173590796	0	815	0	7631	0	6816	0.0	0.0
chr2	PPP4R1L-PS	173592222	173592333	0	112	0	7631	0	7519	0.0	0.0
chr2	PPP4R1L-PS	173615577	173616423	0	847	0	7631	0	6784	0.0	0.0
chr2	L3MBTL1	162947679	162947806	0	128	0	2909	0	2781	0.0	0.0
chr2	RBM39	156154272	156154289	0	18	204	5081	204	5063	0.0	0.040292316808216475
chr2	ADAMTS13	26992874	26992957	0	84	48674	5056	48674	4972	0.0	9.789621882542237
chr2	UBR3	69917076	69917078	0	3	6524	8602	6524	8599	0.0	0.7586928712641005
chr2	WDSUB1	59861738	59861740	0	3	0	2125	0	2122	0.0	0.0
